Referenz-ID,HRM 2,in 1000 CHF,Rechnung 2019,Budget 2020,Rechnung 2020,Budget 2021,Kanton,Compte,Compte.1
HRM2_ER0440,440,Zinsertrag,382129.8192700001,317263.13700000005,310591.72932,291789.06,HRM2_KT_alle,,
HRM2_ER0441,441,Realisierte Gewinne FV,67534.53364000002,29944.447,76830.87658999999,18519.449999999997,HRM2_KT_alle,,
HRM2_ER0442,442,Beteiligungsertrag FV,161489.53914,155373.374,166081.5014,160311.343,HRM2_KT_alle,,
HRM2_neu_ER4420,4420,Dividenden auf Beteiligungen FV,159765.68386000002,141121.491,164557.03145,158636.343,HRM2_KT_alle,,
HRM2_ER0443,443,Liegenschaftenertrag FV,231625.93955000007,226728.65350000001,250017.52401999998,247649.9555,HRM2_KT_alle,,
HRM2_ER0444,444,Wertberichtigungen Anlagen FV,355952.93801000004,28214.1,1178580.7444200004,43298.399,HRM2_KT_alle,,
HRM2_ER0445,445,Finanzertrag aus Darlehen und Beteiligungen VV,265961.0697,266653.98000000004,172788.19645,188380.348,HRM2_KT_alle,,
HRM2_ER0446,446,Finanzertrag von öffentlichen Unternehmungen,1245450.2427599998,1223976.8050000002,1410909.8779199999,1230138.82,HRM2_KT_alle,,
HRM2_ER0447,447,Liegenschaftenertrag VV,471592.59173,546754.41386,449149.96651,474245.1590599999,HRM2_KT_alle,,
HRM2_ER0448,448,Erträge von gemieteten Liegenschaften,7996.47945,5147.93,5890.25195,15528.4,HRM2_KT_alle,,
HRM2_ER0449,449,übriger Finanzertrag,73598.22720000001,24235.475,53645.13937,59906.62,HRM2_KT_alle,,
HRM2_ER4490,davon 4490,Aufwertungen Verwaltungsvermögen,26867.02,320.0,22014.867,40855.0,HRM2_KT_alle,,
HRM2_ERGFI,,Ergebnis aus Finanzierung,2413928.32126,1979835.7206999997,2910798.9305499997,1943920.05156,HRM2_KT_alle,,
HRM2_ERGOP,,Operatives Ergebnis,3906324.3242199984,-49144.11234999905,2677064.188880003,-2683477.95411,HRM2_KT_alle,,
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,1627097.85018,278888.104,1258759.0689599998,365416.015,HRM2_KT_alle,,
HRM2_ER0380,380,a.o. Personalaufwand,0.0,950.0,943.1,0.0,HRM2_KT_alle,,
HRM2_ER0381,381,a.o. Sach- und Betriebsaufwand,145.9,0.0,1573.0,0.0,HRM2_KT_alle,,
HRM2_ER0383,383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,82698.88966,43922.728,86992.43614,77534.228,HRM2_KT_alle,,
HRM2_neu_ER0384,384,a.o. Finanzaufwand ,122224.8,0.0,21507.1,0.0,HRM2_KT_alle,,
HRM2_ER3840,3840,a.o. Finanzaufwand (Geldwirksam),1661.8,0.0,1.1,0.0,HRM2_KT_alle,,
HRM2_ER3841,3841,a.o. Finanzaufwand (Wertberichtigungen),110444.0,0.0,21505.8,0.0,HRM2_KT_alle,,
HRM2_ER0386,386,a.o.Transferaufwand (Geldwirksam),15296.2,0.0,35000.0,0.0,HRM2_KT_alle,,
HRM2_ER0387,387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",209716.19083999997,36407.5,50908.66854,37555.6,HRM2_KT_alle,,
HRM2_ER0389,389,Einlagen in das Eigenkapital,1197015.86968,197607.867,1061835.96428,250326.087,HRM2_KT_alle,,
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,414266.22447,296605.71900000004,466134.55241999996,724514.89,HRM2_KT_alle,,
HRM2_ER4800,4800 + 4801,a.o. Direkte Steuern natürliche und juristische Personen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER4803,4802 + 4803,a.o. übrige direkte Steuern; a.o. Besitz- und Aufwandsteuern,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0481,481,"a.o. Regalien, Konzessionen",0.0,0.0,63897.2295,0.0,HRM2_KT_alle,,
HRM2_ER0482,482,a.o. Entgelte,0.0,0.0,165.0,24.0,HRM2_KT_alle,,
HRM2_ER0483,483,a.o. verschiedene Erträge,43418.700000000004,0.0,25380.2,0.0,HRM2_KT_alle,,
HRM2_ER0484,484,a.o. Finanzerträge,52202.9,1069.8,39655.299999999996,0.0,HRM2_KT_alle,,
HRM2_ER0485,485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,2353.5,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0486,486,a.o. Transfererträge,4768.3,115.0,15613.6,103.0,HRM2_KT_alle,,
HRM2_ER0487,487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0489,489,Entnahmen aus dem Eigenkapital,311522.92447,293991.41900000005,321422.82292000006,724387.7899999999,HRM2_KT_alle,,
HRM2_ER4895,davon 4895,Entnahmen aus Aufwertungsreserven,106220.697,33208.219000000005,30334.56407,32097.002999999997,HRM2_KT_alle,,
HRM2_ERGAO,,Ausserordentliches Ergebnis,-1212831.62571,17717.615000000013,-792624.5165399999,359098.875,HRM2_KT_alle,,
HRM2_ERGER,,Gesamtergebnis Erfolgsrechung,2693492.6985099986,-31426.497349999205,1884439.6723400028,-2324379.0791100003,HRM2_KT_alle,,
HRM2_ER0003,3,Aufwand,96093228.59911999,97388400.04707,101200232.30770999,99501935.84105,HRM2_KT_alle,,
HRM2_ER0004,4,Ertrag,98786721.29763,97356973.54972002,103084671.98005,97177556.61265999,HRM2_KT_alle,,
HRM2_HK9010,9010,"Abschluss Spezialfinanzierungen und Fonds im EK, Ertragsüberschuss",28218.439609999998,1430.9,3845.62234,536.0,HRM2_KT_alle,,
HRM2_HK9011,9011,"Abschluss Spezialfinanzierungen und Fonds im EK, Aufwandüberschuss",512.8257,6849.5,9367.64116,11711.1,HRM2_KT_alle,,
HRM2_IR0050,50,Sachanlagen,3959765.803510001,4947532.5853114035,3989669.1047799997,4907370.86807,HRM2_KT_alle,,
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,6119.074680000001,30390.0,14736.355899999999,15382.0,HRM2_KT_alle,,
HRM2_IR0052,52,Immaterielle Anlagen,150801.57636,204989.2234385965,211130.97707000002,252649.75499999998,HRM2_KT_alle,,
HRM2_IR0054,54,Darlehen,384723.82775000005,398468.143,312363.38445,595078.999,HRM2_KT_alle,,
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,569472.7085000001,95193.3,45920.52299,81450.0,HRM2_KT_alle,,
HRM2_IR0056,56,Eigene Investitionsbeiträge,1214045.7594899999,1394619.9270000001,1226124.14842,1376883.65704,HRM2_KT_alle,,
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,239192.88708000001,226918.84,238144.48433,252175.5,HRM2_KT_alle,,
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,12567.83125,60.0,14861.00605,5916.0,HRM2_KT_alle,,
HRM2_IR0580,580,a.o. Investitionen für Sachanlagen,6818.793,0.0,0.6323,0.0,HRM2_KT_alle,,
HRM2_IR0582,582,a.o. Investitionen für immaterielle Anlagen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0584,584,a.o. Investitionen für Darlehen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0585,585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0586,586,a.o. eigene Investitionsbeiträge,5700.45175,0.0,14497.251049999999,0.0,HRM2_KT_alle,,
HRM2_IR0589,589,Übrige a.o. Investitionen,0.0,0.0,315.208,5856.0,HRM2_KT_alle,,
HRM2_IR0005,5,Investitionsausgaben gesamt,6536689.46862,7298172.018750002,6052949.98399,7486906.77911,HRM2_KT_alle,,
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,104132.60866,58692.085999999996,34301.80807000001,47687.813,HRM2_KT_alle,,
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,24864.32544,35474.0,33332.92295,31591.0,HRM2_KT_alle,,
HRM2_IR0062,62,Abgang immaterielle Anlagen,1455.1000000000001,453.4,2913.8999999999996,3497.8,HRM2_KT_alle,,
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,799592.12188,867223.5894800001,816106.7409799999,924583.7542900001,HRM2_KT_alle,,
HRM2_IR0064,64,Rückzahlung von Darlehen,380625.13227000006,174186.071,183705.78741000002,178771.29820000002,HRM2_KT_alle,,
HRM2_IR0065,65,Übertragung von Beteiligungen,74827.151,15000.0,47119.201,20480.0,HRM2_KT_alle,,
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,44350.47961999999,48431.18,62238.63908000001,54599.09992,HRM2_KT_alle,,
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,239192.98708,226918.84,238144.48433,252175.5,HRM2_KT_alle,,
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,6463.2698,5937.5,15493.652900000001,25871.5,HRM2_KT_alle,,
HRM2_IR0680,680 + 682 + 689,"a.o. Investitionseinnahmen für Sachanlagen, immaterielle Anlagen und übrige Anlagen",2259.728,3235.0,2573.8427,22619.0,HRM2_KT_alle,,
HRM2_IR0683,683 bis 686,a.o. Investitionsbeiträge für eigene Rechnung; Rückzahlungen von Darlehen; Übertragung von Beteiligungen; Rückzahlung von eigenen Beiträgen,4203.5418,2702.5,13009.420900000001,3282.5,HRM2_KT_alle,,
HRM2_IR0006,6,Investitionseinnahmen gesamt,1675503.17575,1432316.66648,1433357.1367199998,1539257.76541,HRM2_KT_alle,,
HRM2_IRNI,HRM2-Tabelle 18.19,Nettoinvestition,4861186.39287,5865855.352270002,4619592.84727,5947649.013700001,HRM2_KT_alle,,
HRM2_IRNIDB,Nettoinv. II,Nettoinvestition ohne Darlehen und Beteiligungen,4362442.13989,5561379.98027,4492133.928240001,5470371.3129,HRM2_KT_alle,,
HRM2_BI0010,10,Finanzvermögen,62713815.637540005,7890149.784273379,66098990.17262999,8824476.40121,HRM2_KT_alle,,
HRM2_BIUV,10 kf. FV,Umlaufvermögen (kurzfristiges Finanzvermögen),47920575.008370005,6747363.526359999,51581170.14284,7734339.554579999,HRM2_KT_alle,,
HRM2_BI0100,100+101,"Flüssige Mittel, Forderungen",31203818.97231,4486356.48861,34227830.51975,5533668.946579999,HRM2_KT_alle,,
HRM2_BI0102,102,Kurzfr. Finanzanlagen,1637496.01687,14616.3,2320016.98992,39055.2,HRM2_KT_alle,,
HRM2_BI0104,104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),14882900.722819999,2225029.90502,14804522.38679,2141073.0938399998,HRM2_KT_alle,,
HRM2_BI0106,106,Vorräte und angefangene Arbeiten,196359.29637,21360.83273,228800.24637999997,20542.314159999998,HRM2_KT_alle,,
HRM2_BIAVFV,10 lf. FV,Anlagevermögen FV (langfristiges Finanzvermögen),14793240.629170002,1142786.2579133785,14517820.029790003,1090136.8466299998,HRM2_KT_alle,,
HRM2_BI0107,107,Langfristige Finanzanlagen FV,7982441.997559999,908012.5118000001,6859134.48228,832670.21018,HRM2_KT_alle,,
HRM2_BI0108,108,Sachanlagen FV,6387352.858849999,390130.2461133785,7248438.692720001,416637.43645000004,HRM2_KT_alle,,
HRM2_BI0109,109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,423445.77275999996,-155356.5,410246.85479,-159170.8,HRM2_KT_alle,,
HRM2_BI0014,14,Verwaltungsvermögen,69184963.94396,14130556.16713,69752087.32195002,13519617.49723,HRM2_KT_alle,,
HRM2_BI0140,140+142,"Sachanlagen, Immaterielle Anlagen",43238799.196449995,9173870.00335,43478891.68722999,8533860.15215,HRM2_KT_alle,,
HRM2_BI0144,144,Darlehen,5391609.79249,997453.50875,5393454.867130001,1033599.53624,HRM2_KT_alle,,
HRM2_BI0145,145,Beteiligungen / Grundkapitalien,13040483.529169999,1662053.5790000001,13273980.646869998,1639676.5833599998,HRM2_KT_alle,,
HRM2_BI0146,146,Investitionsbeiträge,7635835.125849999,2297179.07603,7730113.320719999,2312481.2254799996,HRM2_KT_alle,,
HRM2_BI1480,1480+1482,"Kum. zusätzliche Abschreibungen Sachanlagen, Immaterielle Anlagen (negative Vorzeichen)",-45002.9,0.0,-46468.4,0.0,HRM2_KT_alle,,
HRM2_BI1484,1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI1485,1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI1486,1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,-76760.8,0.0,-77884.8,0.0,HRM2_KT_alle,,
HRM2_BI1489,1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI0001,1,Aktiven,131898779.5815,22020705.951403376,135851077.49458,22344093.898440003,HRM2_KT_alle,,
HRM2_BI0020,20,Fremdkapital,97667775.48469998,15564158.54915,99925615.39666,16439268.638620002,HRM2_KT_alle,,
HRM2_BIKFK,20 kf. FK,Kurzfristiges Fremdkapital,44795664.22271,5625960.15005,47455119.56432999,6006433.6434,HRM2_KT_alle,,
HRM2_BI0200,200,Laufende Verbindlichkeiten,20236651.037920002,1839613.4779499997,21471094.666640002,2022037.03723,HRM2_KT_alle,,
HRM2_BI0201,201,Kurzfristige Finanzverbindlichkeiten,8809046.776700001,1032531.42345,8162169.715109999,1127489.119,HRM2_KT_alle,,
HRM2_BI2016,davon 2016,derivative Finanzinstrumente,18606.114,6105.074,8977.832,7994.614,HRM2_KT_alle,,
HRM2_BI0204,204,Passive Rechnungsabgrenzungen (Transit. Passiven),14176321.772000002,2317348.4872500002,15655856.01498,2343074.97956,HRM2_KT_alle,,
HRM2_BI0205,205,Kurzfristige Rückstellungen,1573644.6360899997,436466.76139999996,2165999.1676000003,513832.50761,HRM2_KT_alle,,
HRM2_BILFK,20 lf. FK,Langfristiges Fremdkapital,52872111.261989996,9938198.3991,52470495.832329996,10432834.99522,HRM2_KT_alle,,
HRM2_BI0206,206,Langfristige Finanzverbindlichkeiten,45516322.67521001,8253784.36605,46382953.26371,8770473.791509999,HRM2_KT_alle,,
HRM2_BI2066,davon 2066,Langfristige derivative Finanzinstrumente,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI2068,davon 2068,passivierte Investitionsbeiträge,2107021.4496,1597645.458,2165732.99628,784544.9974400001,HRM2_KT_alle,,
HRM2_BI0208,208,Langfristige Rückstellungen,5052512.837499999,1575214.4666,3714351.2110299994,1557824.7393999998,HRM2_KT_alle,,
HRM2_BI0209,209,Verbindlichkeiten gegenüber Spezialfinanzierungen und Fonds im FK,2303275.7492800006,109199.56645,2373191.35759,104536.46431,HRM2_KT_alle,,
HRM2_BI0029,29,Eigenkapital,34231005.58485,6456548.38822,35925460.837589994,5904823.18582,HRM2_KT_alle,,
HRM2_BI0299,davon 299,Bilanzüberschuss (- Bilanzfehlbetrag),20697466.66453,1317514.0013400002,22071511.035359997,689330.7072400001,HRM2_KT_alle,,
HRM2_BI0002,2,Passiven,131898781.06954995,22020706.937369995,135851076.23425,22344091.824440006,HRM2_KT_alle,,
HRM2_KZ18_23,HRM2-Tabelle 18.23,Selbstfinanzierung,7423423.873989999,3439287.54818,6545024.686220002,715355.82774,HRM2_KT_alle,,
HRM2_KZ18_8,HRM2-Tabelle 18.8,Selbstfinanzierungsanteil,0.0813602162056748,0.03833352805718948,0.06881182835224524,0.008032940727966955,HRM2_KT_alle,,
HRM2_KZ18_2_1,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad inkl. Darlehen und Beteiligungen der Investitionsrechnung,1.5270806906063272,0.5863232796644133,1.4167968698990125,0.12027539387281042,HRM2_KT_alle,,
HRM2_KZ18_2_2,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad ohne Darlehen und Beteiligungen der Investitionsrechnung,1.7016670103450775,0.6184234057700595,1.4569967838835818,0.13076915383295423,HRM2_KT_alle,,
HRM2_KZFEI,Nettoinvestition - Selbstfinanzierung,Finanzierungsergebnis inkl. Darlehen und Beteiligungen der Investitionsrechnung,2562237.4811199997,-2426567.8040900016,1925431.8389500026,-5232293.185960001,HRM2_KT_alle,,
HRM2_KZFEO,Nettoinvestition ohne Darl./Bet. - Selbstfin.,Finanzierungsergebnis ohne Darlehen und Beteiligungen der Investitionsrechnung,3060981.734099999,-2122092.4320900002,2052890.7579800012,-4755015.485160001,HRM2_KT_alle,,
HRM2_KZ18_10,HRM2-Tabelle 18.10,Bruttoschulden,72436392.92623001,9522178.73545,73841506.81718001,11127460.3363,HRM2_KT_alle,,
HRM2_KZ18_4,HRM2-Tabelle 18.4,Bruttoverschuldungsanteil,0.7938978953211294,0.10613206968231138,0.7763407070217643,0.12495352084667585,HRM2_KT_alle,,
HRM2_KZ18_20,HRM2-Tabelle 18.20,Nettoschulden I,32846938.397559978,6076363.30687662,31660892.22775001,6830247.23997,HRM2_KT_alle,,
HRM2_KZ18_21,HRM2-Tabelle 18.21,Nettoschulden II,14414843.587850004,3416855.233160001,12993457.974080026,4156973.1943699997,HRM2_KT_alle,,
HRM2_KZ18_7_1,HRM2-Tabelle 18.7,Nettoschuld I in Fr. je Einwohner,4713.606501345819,1051.2121932075713,5312.891423033327,1381.3885893059194,HRM2_KT_alle,,
HRM2_KZ18_7_2,HRM2-Tabelle 18.7,Nettoschuld II in Fr. je Einwohner,2068.5611434830166,591.116709472919,2180.3817444389056,840.7302305470448,HRM2_KT_alle,,
HRM2_KZ18_1,HRM2-Tabelle 18.1,Nettoverschuldungsquotient,0.6668815535129916,0.12664099330380038,0.6422933102727315,0.14800365040665575,HRM2_KT_alle,,
HRM2_KZSG29,SG 29,Eigenkapital,34231005.58485,6456548.38822,35925460.837589994,5904823.18582,HRM2_KT_alle,,
HRM2_KZSG299,SG 299  in % Laufender Aufwand,Eigenkapitaldeckungsgrad,0.23718156839322363,0.014682381699431044,0.23907151262850182,0.0075169091545495975,HRM2_KT_alle,,
HRM2_KZ18_6,HRM2-Tabelle 18.6,Kapitaldienstanteil,0.042903917158403304,0.04584727261417308,0.04251865584260659,0.045145751253957075,HRM2_KT_alle,,
HRM2_KZSG44,SG 44 - SG 34,Ergebnis aus Finanzierung,2413928.32126,1979835.7206999997,2910798.9305499997,1943920.05156,HRM2_KT_alle,,
HRM2_KZSG10,Ertrag FV in % SG 10,Bruttorendite des Finanzvermögens,0.019114333220261726,0.09600878718549728,0.029986878325574503,0.0863018011352577,HRM2_KT_alle,,
HRM2_KZ18_22,HRM2-Tabelle 18.22,Nettozinsaufwand,171968.95025999995,349408.82,293198.57172000007,311872.5999999999,HRM2_KT_alle,,
HRM2_KZ18_3,HRM2-Tabelle 18.3,Zinsbelastungsanteil,0.0018847678929987204,0.003894432383819532,0.0030825750486163923,0.0035021090390662127,HRM2_KT_alle,,
HRM2_KZ18_9,HRM2-Tabelle 18.9,Bruttoinvestitionen,6297496.581540001,7071253.17875,5814805.49966,7234731.27911,HRM2_KT_alle,,
HRM2_KZ18_13,HRM2-Tabelle 18.13,Investitionseinnahmen,1436310.18867,1205397.82648,1195212.65239,1287082.26541,HRM2_KT_alle,,
HRM2_KZ18_5,HRM2-Tabelle 18.5,Investitionsanteil,0.07096666896778728,0.07645055749303165,0.06276036190724817,0.07643937360155055,HRM2_KT_alle,,
HRM2_KZ18_24,HRM2-Tabelle 18.24,Ständige Wohnbevölkerung am Jahresende ,6968536.38253036,5780339.446345052,5959258.284573344,4944479.267344946,HRM2_KT_alle,,
HRM2_KZ18_18,HRM2-Tabelle 18.18,Laufender Ertrag,91241447.23539001,89720088.97926,95114820.27067003,89052795.47867998,HRM2_KT_alle,,
HRM2_KZ18_16,HRM2-Tabelle 18.16,Laufender Aufwand,87264228.85532,89734351.57260999,92321794.39821999,91704009.32979,HRM2_KT_alle,,
