HRM2-ID,HRM2-Bezeichnung,Rechnung 2014,Budget 2015,Rechnung 2015,Budget 2016,Source,Kanton,Year,Compte,Compte.1
582,a.o. Investitionen für immaterielle Anlagen,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
584,a.o. Investitionen für Darlehen,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
586,a.o. eigene Investitionsbeiträge,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
589,Übrige a.o. Investitionen,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
5,Investitionsausgaben gesamt,1017863.88568,1340049,1249179.94527,1074562.8,ZH_HRM2,ZH,2015,,
60,Übertragung von Sachanlagen in das FV,733.0319599999999,210,742.146,100.0,ZH_HRM2,ZH,2015,,
61,Rückerstattungen Dritter für Investitionen,1248.44475,100,264.791,750.0,ZH_HRM2,ZH,2015,,
62,Abgang immaterielle Anlagen,240.4521,0,70.56519999999999,0.0,ZH_HRM2,ZH,2015,,
63,Investitionsbeiträge für eigene Rechnung,73126.56423999999,23270.8,26245.49709,34378.0,ZH_HRM2,ZH,2015,,
64,Rückzahlung von Darlehen,460376.41414999997,78362.7,100269.33734999999,46180.3,ZH_HRM2,ZH,2015,,
65,Übertragung von Beteiligungen,243.0,0,1.7665,0.0,ZH_HRM2,ZH,2015,,
66,Rückzahlung eigener Investitionsbeiträge,2064.3353,200,2103.369,200.0,ZH_HRM2,ZH,2015,,
67,Durchlaufende Investitionsbeiträge,39130.228299999995,32769,38247.5329,34683.0,ZH_HRM2,ZH,2015,,
6,Investitionseinnahmen gesamt,577162.4708,134912.5,167945.00504,116291.3,ZH_HRM2,ZH,2015,,
10,Finanzvermögen,7297938.63749,0,5896743.7859000005,0.0,ZH_HRM2,ZH,2015,,
102,Kurzfr. Finanzanlagen,141707.24405,0,137105.67915,0.0,ZH_HRM2,ZH,2015,,
104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),539586.0085700001,0,939602.16302,0.0,ZH_HRM2,ZH,2015,,
106,Vorräte und angefangene Arbeiten,58617.49707,0,59188.91235,0.0,ZH_HRM2,ZH,2015,,
107,Langfristige Finanzanlagen FV,96434.03485,0,105428.04411,0.0,ZH_HRM2,ZH,2015,,
108,Sachanlagen FV,1011500.7761499999,0,996596.41185,0.0,ZH_HRM2,ZH,2015,,
109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
14,Verwaltungsvermögen,14063378.33987,0,14483324.69019,0.0,ZH_HRM2,ZH,2015,,
144,Darlehen,849586.16075,0,775966.8721,0.0,ZH_HRM2,ZH,2015,,
145,Beteiligungen / Grundkapitalien,2543514.26771,0,3043600.7975100004,0.0,ZH_HRM2,ZH,2015,,
146,Investitionsbeiträge,2666103.47801,0,2684087.01887,0.0,ZH_HRM2,ZH,2015,,
1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0,0.0,0.0,ZH_HRM2,ZH,2015,,
1,Aktiven,21361316.97736,0,20380068.47609,0.0,ZH_HRM2,ZH,2015,,
20,Fremdkapital,13010268.700549997,0,12002014.357320001,0.0,ZH_HRM2,ZH,2015,,
200,Laufende Verbindlichkeiten,1572433.06537,0,1503636.76754,0.0,ZH_HRM2,ZH,2015,,
201,Kurzfristige Finanzverbindlichkeiten,1218059.97841,0,959116.76497,0.0,ZH_HRM2,ZH,2015,,
204,Passive Rechnungsabgrenzungen (Transit. Passiven),1872815.6787100001,0,1810753.21612,0.0,ZH_HRM2,ZH,2015,,
205,Kurzfristige Rückstellungen,378318.76091,0,362157.75255000003,0.0,ZH_HRM2,ZH,2015,,
206,Langfristige Finanzverbindlichkeiten,6275783.928359999,0,5730290.093470001,0.0,ZH_HRM2,ZH,2015,,
208,Langfristige Rückstellungen,835170.79531,0,771813.13375,0.0,ZH_HRM2,ZH,2015,,
209,Verbindlichkeiten gegenüber Spezialfinanzierungen und Fonds im FK,857686.4934800001,0,864246.6289199999,0.0,ZH_HRM2,ZH,2015,,
29,Eigenkapital,8351048.276810001,0,8378054.1187700005,0.0,ZH_HRM2,ZH,2015,,
2,Passiven,21361316.97736,0,20380068.476090003,0.0,ZH_HRM2,ZH,2015,,
30,Personalaufwand,614555.92936,618023.8606,607173.706,605298.611,LU_HRM2,LU,2015,,
31,Sach- und übriger Betriebsaufwand,208624.38522,225790.49293,209592.683,219173.821,LU_HRM2,LU,2015,,
330,Abschreibungen Sachanlagen VV,122395.13278,124188.79475,119841.513,124097.546,LU_HRM2,LU,2015,,
332,Abschreibungen Immaterielle Anlagen VV,11169.35839,10914.813,9613.484,7548.63,LU_HRM2,LU,2015,,
339,Abtragung Bilanzfehlbetrag,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
350,Einlagen in Fonds und Spezialfinanzierungen im FK,8878.95565,2600.0,7970.747,3926.0,LU_HRM2,LU,2015,,
351,Einlagen in Fonds und Spezialfinanzierungen im EK,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
36,Transferaufwand,1720108.85972,1718569.61645,1780433.386,1801093.64,LU_HRM2,LU,2015,,
37,Durchlaufende Beiträge,475799.8227,467009.309,455383.289,471920.674,LU_HRM2,LU,2015,,
39,Interne Verrechungen,435222.33745,377628.11705,385438.637,397385.333,LU_HRM2,LU,2015,,
41,Regalien und Konzessionen,28702.9215,22824.0,93080.94,55481.0,LU_HRM2,LU,2015,,
42,Entgelte,205868.44239,206953.78022,208596.838,203937.952,LU_HRM2,LU,2015,,
430,Verschiedene Erträge,313.09895,254.0,292.748,304.0,LU_HRM2,LU,2015,,
431,Aktivierung Eigenleistung,1049.77595,810.0,731.51,850.0,LU_HRM2,LU,2015,,
432,Bestandesveränderungen,0.0,0.0,38.87,0.0,LU_HRM2,LU,2015,,
439,Übriger Ertrag,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,9861.43246,1628.9,8775.086,3356.3,LU_HRM2,LU,2015,,
451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
46,Transferertrag,1212650.1201,1185603.07801,1210190.509,1168593.157,LU_HRM2,LU,2015,,
47,Durchlaufende Beiträge,475799.8227,467009.309,455383.289,471920.674,LU_HRM2,LU,2015,,
49,Interne Verrechnungen,435222.33745,377628.11705,385438.637,397385.333,LU_HRM2,LU,2015,,
340,Zinsaufwand,25141.45543,25153.904,23752.375,22841.577,LU_HRM2,LU,2015,,
341,Realisierte Kursverluste,45.26125,0.0,149.882,0.0,LU_HRM2,LU,2015,,
342,Kapitalbeschaffungs- und Verwaltungskosten,323.73557,715.0,329.796,715.0,LU_HRM2,LU,2015,,
343,Liegenschaftenaufwand FV,1458.82057,691.0,1561.149,692.0,LU_HRM2,LU,2015,,
344,Wertberichtigungen Anlagen FV,7096.356,0.0,2528.398,0.0,LU_HRM2,LU,2015,,
349,Verschiedener Finanzaufwand,3835.29843,3608.165,4202.995,3061.018,LU_HRM2,LU,2015,,
440,Zinsertrag,3085.20068,3624.72,2999.88,2856.97,LU_HRM2,LU,2015,,
441,Realisierte Gewinne FV,1151.79921,0.0,1904.359,0.0,LU_HRM2,LU,2015,,
442,Beteiligungsertrag FV,12679.497,12589.0,11794.291,11806.0,LU_HRM2,LU,2015,,
443,Liegenschaftenertrag FV,2059.2992,3610.0,2202.22,2200.0,LU_HRM2,LU,2015,,
444,Wertberichtigungen Anlagen FV,0.0,0.0,2259.452,2350.0,LU_HRM2,LU,2015,,
445,Finanzertrag aus Darlehen und Beteiligungen VV,70332.21036,78407.722,86834.299,77127.146,LU_HRM2,LU,2015,,
446,Finanzertrag von öffentlichen Unternehmungen,243.0,4000.0,26.52,26.52,LU_HRM2,LU,2015,,
447,Liegenschaftenertrag VV,20751.47135,22197.59,22378.104,21879.95,LU_HRM2,LU,2015,,
448,Erträge von gemieteten Liegenschaften,1943.2417,0.0,1781.765,1978.0,LU_HRM2,LU,2015,,
449,übriger Finanzertrag,19.28328,0.0,19.15,0.0,LU_HRM2,LU,2015,,
380,a.o. Personalaufwand,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
381,a.o. Sach- und Betriebsaufwand,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
3840,a.o. Finanzaufwand (Geldwirksam),0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
3841,a.o. Finanzaufwand (Wertberichtigungen),0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
386,a.o.Transferaufwand (Geldwirksam),0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
389,Einlagen in das Eigenkapital,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
481,"a.o. Regalien, Konzessionen",0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
482,a.o. Entgelte,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
483,a.o. verschiedene Erträge,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
484,a.o. Finanzerträge,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
486,a.o. Transfererträge,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
489,Entnahmen aus dem Eigenkapital,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
3,Aufwand,3634655.7085200003,3574893.07278,3607972.04,3657753.85,LU_HRM2,LU,2015,,
4,Ertrag,3647424.5881600003,3550637.71228,3631276.5999999996,3636558.5330000003,LU_HRM2,LU,2015,,
50,Sachanlagen,123517.31783,143859.407,138324.61248,155404.0,LU_HRM2,LU,2015,,
51,Investitionen auf Rechnung Dritter,4217.82563,1300.0,355.4323,1100.0,LU_HRM2,LU,2015,,
52,Immaterielle Anlagen,4994.88873,7192.18,3627.71752,9727.58,LU_HRM2,LU,2015,,
54,Darlehen,2339.405,2430.0,2061.0045,1200.0,LU_HRM2,LU,2015,,
55,Beteiligungen und Grundkapitalien,100.0,900.0,900.0,0.0,LU_HRM2,LU,2015,,
56,Eigene Investitionsbeiträge,25227.35682,14867.74,15551.17239,10900.435,LU_HRM2,LU,2015,,
57,Durchlaufende Investitionsbeiträge,13310.807,14175.0,10124.90905,13275.0,LU_HRM2,LU,2015,,
580,a.o. Investitionen für Sachanlagen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
582,a.o. Investitionen für immaterielle Anlagen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
584,a.o. Investitionen für Darlehen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
586,a.o. eigene Investitionsbeiträge,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
589,Übrige a.o. Investitionen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
5,Investitionsausgaben gesamt,173707.60101,184724.327,170944.84824,191607.01499999998,LU_HRM2,LU,2015,,
60,Übertragung von Sachanlagen in das FV,680.15114,200.0,194.2695,200.0,LU_HRM2,LU,2015,,
61,Rückerstattungen Dritter für Investitionen,4217.82563,1300.0,355.4323,1100.0,LU_HRM2,LU,2015,,
62,Abgang immaterielle Anlagen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
63,Investitionsbeiträge für eigene Rechnung,28152.65436,29286.961,29451.29193,31620.936,LU_HRM2,LU,2015,,
64,Rückzahlung von Darlehen,3181.6525,2318.1,2539.0951,2226.2,LU_HRM2,LU,2015,,
65,Übertragung von Beteiligungen,0.0,0.0,0.01,0.0,LU_HRM2,LU,2015,,
66,Rückzahlung eigener Investitionsbeiträge,16.82375,30.0,8.449,30.0,LU_HRM2,LU,2015,,
67,Durchlaufende Investitionsbeiträge,13310.807,14175.0,10124.90905,13275.0,LU_HRM2,LU,2015,,
6,Investitionseinnahmen gesamt,49559.91438000001,47310.061,42673.45688,48452.136,LU_HRM2,LU,2015,,
10,Finanzvermögen,1501780.5992800002,1494890.2519999999,1471039.3785389997,1401821.452,LU_HRM2,LU,2015,,
102,Kurzfr. Finanzanlagen,3.99,1600.0,0.0001,0.0,LU_HRM2,LU,2015,,
104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),350339.46454,291690.252,302534.32286,270105.668,LU_HRM2,LU,2015,,
106,Vorräte und angefangene Arbeiten,2847.13109,3100.0,2902.465089,3000.0,LU_HRM2,LU,2015,,
107,Langfristige Finanzanlagen FV,451515.943,492400.0,481637.91172,451500.0,LU_HRM2,LU,2015,,
108,Sachanlagen FV,132078.98788,125900.0,143883.15349,132000.0,LU_HRM2,LU,2015,,
109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
14,Verwaltungsvermögen,4696053.24678,4724673.16003,4701151.63592,4723671.6936800005,LU_HRM2,LU,2015,,
144,Darlehen,338357.81474,342408.26224,337879.72414,337443.51464,LU_HRM2,LU,2015,,
145,Beteiligungen / Grundkapitalien,676229.19536,673929.19636,677129.19436,677129.19536,LU_HRM2,LU,2015,,
146,Investitionsbeiträge,431895.33064,422087.14921,425375.62535,410494.69419,LU_HRM2,LU,2015,,
1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0.0,0.0,0.0,LU_HRM2,LU,2015,,
1,Aktiven,6197833.84606,6219563.41203,6172191.014459,6125493.145680001,LU_HRM2,LU,2015,,
20,Fremdkapital,2401400.0235800003,2416853.7769799996,2303629.30045,2374510.00076,LU_HRM2,LU,2015,,
200,Laufende Verbindlichkeiten,305035.90379,279822.415,357489.76047,305000.0,LU_HRM2,LU,2015,,
201,Kurzfristige Finanzverbindlichkeiten,192353.782,230900.0,60463.576,192500.0,LU_HRM2,LU,2015,,
204,Passive Rechnungsabgrenzungen (Transit. Passiven),244374.73601,240212.572,243389.17318,235910.0,LU_HRM2,LU,2015,,
205,Kurzfristige Rückstellungen,27099.08451,27600.0,27572.31968,27000.0,LU_HRM2,LU,2015,,
206,Langfristige Finanzverbindlichkeiten,1547210.80792,1556067.23898,1533734.24241,1533900.00076,LU_HRM2,LU,2015,,
208,Langfristige Rückstellungen,45416.41195,42700.0,41279.2188,38700.0,LU_HRM2,LU,2015,,
209,Verbindlichkeiten gegenüber Spezialfinanzierungen und Fonds im FK,39909.2974,39551.551,39701.00991,41500.0,LU_HRM2,LU,2015,,
29,Eigenkapital,3796433.82248,3802709.63505,3868561.70971,3750983.14492,LU_HRM2,LU,2015,,
2,Passiven,6197833.84606,6219563.41203,6172191.01016,6125493.14568,LU_HRM2,LU,2015,,
30,Personalaufwand,102534.5,103449.6,103272.0,104178.4,UR_HRM2,UR,2015,,
31,Sach- und übriger Betriebsaufwand,50006.4,54853.6,50342.6,54347.8,UR_HRM2,UR,2015,,
330,Abschreibungen Sachanlagen VV,5326.3,5753.2,5790.0,6034.0,UR_HRM2,UR,2015,,
332,Abschreibungen Immaterielle Anlagen VV,627.0,774,848.0,516.0,UR_HRM2,UR,2015,,
339,Abtragung Bilanzfehlbetrag,0.0,0,0.0,0.0,UR_HRM2,UR,2015,,
350,Einlagen in Fonds und Spezialfinanzierungen im FK,339.7,253.7,322.4,332.0,UR_HRM2,UR,2015,,
351,Einlagen in Fonds und Spezialfinanzierungen im EK,2300.8,570,2933.8,625.3,UR_HRM2,UR,2015,,
36,Transferaufwand,171041.5,189598.3,178370.0,187275.0,UR_HRM2,UR,2015,,
37,Durchlaufende Beiträge,31513.6,32436.5,30871.6,31279.9,UR_HRM2,UR,2015,,
39,Interne Verrechungen,16257.1,16593.8,16426.7,16257.6,UR_HRM2,UR,2015,,
41,Regalien und Konzessionen,25698.1,34859,36524.3,28640.2,UR_HRM2,UR,2015,,
42,Entgelte,24219.2,23505,27538.5,23659.6,UR_HRM2,UR,2015,,
430,Verschiedene Erträge,200.0,3,2.0,3.0,UR_HRM2,UR,2015,,
431,Aktivierung Eigenleistung,746.7,601,628.2,566.0,UR_HRM2,UR,2015,,
432,Bestandesveränderungen,0.0,0,0.0,0.0,UR_HRM2,UR,2015,,
439,Übriger Ertrag,128.1,0,74.9,0.0,UR_HRM2,UR,2015,,
450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,224.6,220.8,368.1,28.6,UR_HRM2,UR,2015,,
451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,239.6,863.6,1659.9,2018.3,UR_HRM2,UR,2015,,
46,Transferertrag,197514.6,205451.7,199271.4,198290.2,UR_HRM2,UR,2015,,
47,Durchlaufende Beiträge,31513.6,32436.5,30871.6,31279.9,UR_HRM2,UR,2015,,
49,Interne Verrechnungen,16257.1,16593.8,16426.7,16257.6,UR_HRM2,UR,2015,,
340,Zinsaufwand,1437.3,1072.7,1040.4,669.0,UR_HRM2,UR,2015,,
341,Realisierte Kursverluste,1.2,0,2.0,0.0,UR_HRM2,UR,2015,,
342,Kapitalbeschaffungs- und Verwaltungskosten,0.0,0,0.0,0.0,UR_HRM2,UR,2015,,
343,Liegenschaftenaufwand FV,101.5,95,157.9,98.0,UR_HRM2,UR,2015,,
344,Wertberichtigungen Anlagen FV,2015.6,0,68.3,0.0,UR_HRM2,UR,2015,,
349,Verschiedener Finanzaufwand,0.0,0,0.0,0.0,UR_HRM2,UR,2015,,
440,Zinsertrag,386.9,330.1,232.4,240.1,UR_HRM2,UR,2015,,
441,Realisierte Gewinne FV,337.1,0,-68.3,0.0,UR_HRM2,UR,2015,,
442,Beteiligungsertrag FV,148.0,151.7,111.3,132.7,UR_HRM2,UR,2015,,
443,Liegenschaftenertrag FV,278.5,270.6,267.8,270.6,UR_HRM2,UR,2015,,
444,Wertberichtigungen Anlagen FV,2175.3,0,528.0,0.0,UR_HRM2,UR,2015,,
445,Finanzertrag aus Darlehen und Beteiligungen VV,120.2,115,90.9,61.5,UR_HRM2,UR,2015,,
446,Finanzertrag von öffentlichen Unternehmungen,8456.4,8610.8,8561.8,8624.4,UR_HRM2,UR,2015,,
447,Liegenschaftenertrag VV,2929.5,2971.5,2972.6,2984.2,UR_HRM2,UR,2015,,
448,Erträge von gemieteten Liegenschaften,13.4,15.2,13.2,20.2,UR_HRM2,UR,2015,,
449,übriger Finanzertrag,0.0,0,0.0,0.0,UR_HRM2,UR,2015,,
380,a.o. Personalaufwand,,,,,UR_HRM2,UR,2015,,
381,a.o. Sach- und Betriebsaufwand,,,,,UR_HRM2,UR,2015,,
383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,,,,,UR_HRM2,UR,2015,,
3840,a.o. Finanzaufwand (Geldwirksam),,,,,UR_HRM2,UR,2015,,
3841,a.o. Finanzaufwand (Wertberichtigungen),,,,,UR_HRM2,UR,2015,,
386,a.o.Transferaufwand (Geldwirksam),,,,,UR_HRM2,UR,2015,,
387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",,,,,UR_HRM2,UR,2015,,
389,Einlagen in das Eigenkapital,,,2500.0,,UR_HRM2,UR,2015,,
481,"a.o. Regalien, Konzessionen",,,,,UR_HRM2,UR,2015,,
482,a.o. Entgelte,,,,,UR_HRM2,UR,2015,,
