HRM2-ID,HRM2-Bezeichnung,Budget 2009,Rechnung 2009,Budget 2010,Rechnung 2010,Budget 2011,Rechnung 2011,Source,Kanton,Year
14,Verwaltungsvermögen,0.0,14210939.96265,0.0,14337099.0,0.0,,ZH-HRM2,ZH,2010
1,Aktiven,0.0,19635565.914279997,0.0,19950927.0,0.0,0.0,ZH-HRM2,ZH,2010
20,Fremdkapital,0.0,10245733.19727,0.0,9935836.0,0.0,,ZH-HRM2,ZH,2010
29,Eigenkapital,0.0,9389832.71701,0.0,10015091.0,0.0,,ZH-HRM2,ZH,2010
2,Passiven,0.0,19635565.91428,0.0,19950927.0,0.0,0.0,ZH-HRM2,ZH,2010
39,Selbstfinanzierung,667452.5020000055,888308.5000000007,127765.0,1259682.0,838272.3760000002,0.0,ZH-HRM2,ZH,2010
40,Selbstfinanzierungsanteil,0.05949138396445935,0.0768980890622497,0.011689347437707668,0.10302168548731908,0.06968653046240529,0.0,ZH-HRM2,ZH,2010
31,Bruttoschulden,0.0,6110547.878230001,0.0,5740602.0,0.0,0.0,ZH-HRM2,ZH,2010
32,Bruttoverschuldungsanteil,0.0,0.5289710218457564,0.0,0.46948872314748874,0.0,0.0,ZH-HRM2,ZH,2010
33,Nettoschuld I,0.0,4821107.24564,0.0,4322008.0,0.0,0.0,ZH-HRM2,ZH,2010
34,Nettoschuld II,0.0,1450720.2075899988,0.0,904018.0,0.0,0.0,ZH-HRM2,ZH,2010
36,Nettoverschuldungsquotient,0.0,0.7317270712920262,0.0,0.5927405690673553,0.0,0.0,ZH-HRM2,ZH,2010
37,Eigenkapital (in 1000 Fr.),0.0,9389832.71701,0.0,10015091.0,0.0,0.0,ZH-HRM2,ZH,2010
38,Eigenkapitaldeckungsgrad,0.0,0.7965566082665184,0.0,0.8270144307132945,0.0,0.0,ZH-HRM2,ZH,2010
42,Kapitaldienstanteil,0.0644969293357175,0.0670344777675927,0.06720626837768252,0.06006118415865812,0.059286961015157465,0.0,ZH-HRM2,ZH,2010
43,Saldo der Finanzerträge,239273.0,252541.8,254414.0,315174.0,239331.0,0.0,ZH-HRM2,ZH,2010
44,Bruttorendite des Finanzvermögens,,0.019039285090056018,,0.020646161585285476,,,ZH-HRM2,ZH,2010
45,Zinsbelastungsanteil,0.007586203747548499,0.008489959497957151,0.00885934786863027,0.00666931210267345,0.007185023627529971,0.0,ZH-HRM2,ZH,2010
47,Investitionsanteil,0.10415686474314649,0.08519240091155102,0.1052222167196391,0.07920284754361308,0.07067054238032758,0.0,ZH-HRM2,ZH,2010
30,Personalaufwand,0.0,0.0,69760.0,67588.39622,72485.1,0.0,NW-HRM2,NW,2010
31,Sach- und übriger Betriebsaufwand,0.0,0.0,24710.0,28009.43572,25776.6,0.0,NW-HRM2,NW,2010
33,Abschreibungen Verwaltungsvermögen,0.0,0.0,15281.0,11873.88795,11809.0,0.0,NW-HRM2,NW,2010
35,Einlagen in Fonds und Spezialfinanzierungen,0.0,0.0,690.7,702.48385,251.9,0.0,NW-HRM2,NW,2010
36,Transferaufwand,0.0,0.0,170157.0,175643.30011,183896.7,0.0,NW-HRM2,NW,2010
37,Durchlaufende Beiträge,0.0,0.0,21959.0,21988.05175,22169.0,0.0,NW-HRM2,NW,2010
39,Interne Verrechungen,0.0,0.0,26804.6,27048.68979,28059.2,0.0,NW-HRM2,NW,2010
40,Fiskaleinnahmen,0.0,0.0,149715.0,160583.62425,157235.0,0.0,NW-HRM2,NW,2010
41,Regalien und Konzessionen,0.0,0.0,17196.5,17134.0654,17639.0,0.0,NW-HRM2,NW,2010
42,Entgelte,0.0,0.0,18508.2,23145.06314,21148.6,0.0,NW-HRM2,NW,2010
43,Verschiedene Erträge,0.0,0.0,81.0,15.15765,81.0,0.0,NW-HRM2,NW,2010
45,Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,157.3,217.68115,517.8,0.0,NW-HRM2,NW,2010
46,Transferertrag,0.0,0.0,75455.6,78671.27186,78503.1,0.0,NW-HRM2,NW,2010
47,Durchlaufende Beiträge,0.0,0.0,21959.0,21988.05175,22169.0,0.0,NW-HRM2,NW,2010
49,Interne Verrechnungen,0.0,0.0,26804.6,27048.68979,28059.2,0.0,NW-HRM2,NW,2010
34,Finanzaufwand,0.0,0.0,3792.5,4324.929,3308.5,0.0,NW-HRM2,NW,2010
440,Zinsertrag,0.0,0.0,1797.9,3552.75932,1135.9,0.0,NW-HRM2,NW,2010
441,Realisierte Gewinne FV,0.0,0.0,0.0,518.8,0.0,0.0,NW-HRM2,NW,2010
442,Beteiligungsertrag FV,0.0,0.0,3.0,3.7158,3.0,0.0,NW-HRM2,NW,2010
443,Liegenschaftenertrag FV,0.0,0.0,145.0,138.0996,166.0,0.0,NW-HRM2,NW,2010
444,Wertberichtigungen Anlagen FV,0.0,0.0,0.0,18.535,0.0,0.0,NW-HRM2,NW,2010
445,Finanzertrag aus Darlehen und Beteiligungen VV,0.0,0.0,1560.0,244.164,1520.0,0.0,NW-HRM2,NW,2010
446,Finanzertrag von öffentlichen Unternehmungen,0.0,0.0,11388.5,11629.153,13593.5,0.0,NW-HRM2,NW,2010
447,Liegenschaftenertrag VV,0.0,0.0,5695.3,5933.50275,6093.0,0.0,NW-HRM2,NW,2010
448,Erträge von gemieteten Liegenschaften,0.0,0.0,0.0,0.0,0.0,0.0,NW-HRM2,NW,2010
449,übriger Finanzertrag,0.0,0.0,0.0,0.0,0.0,0.0,NW-HRM2,NW,2010
38,Ausserordentlicher Aufwand,0.0,0.0,-1086.0,13386.85497,0.0,0.0,NW-HRM2,NW,2010
48,Ausserordentlicher Ertrag,0.0,0.0,2000.0,0.0,0.0,0.0,NW-HRM2,NW,2010
3,Aufwand,0.0,0.0,332068.8,350566.02936,347756.0,,NW-HRM2,NW,2010
4,Ertrag,0.0,0.0,332466.9,350842.3344599999,347864.1,0.0,NW-HRM2,NW,2010
57,Durchlaufende Investitionsbeiträge,0.0,0.0,,1451.714,,,NW-HRM2,NW,2010
58,a.o Investitionsausgaben,0.0,0.0,0.0,0.0,0.0,0.0,NW-HRM2,NW,2010
5,Investitionsausgaben gesamt,0.0,0.0,54249.0,57246.73297,53893.0,0.0,NW-HRM2,NW,2010
67,Durchlaufende Investitionsbeiträge,,,1130.0,1451.714,1870.0,,NW-HRM2,NW,2010
68,a.o Investitionseinnahmen,0.0,0.0,0.0,0.0,0.0,0.0,NW-HRM2,NW,2010
6,Investitionseinnahmen gesamt,0.0,0.0,22863.0,23746.8513,18710.0,0.0,NW-HRM2,NW,2010
10,Finanzvermögen,,269776.0,,284433.0,,0.0,NW-HRM2,NW,2010
14,Verwaltungsvermögen,,98280.0,,106101.0,,0.0,NW-HRM2,NW,2010
1,Aktiven,0.0,368056.0,0.0,390534.0,0.0,0.0,NW-HRM2,NW,2010
20,Fremdkapital,,254491.0,,270652.0,,0.0,NW-HRM2,NW,2010
29,Eigenkapital,,113565.0,,119882.0,,0.0,NW-HRM2,NW,2010
2,Passiven,0.0,368056.0,0.0,390534.0,0.0,0.0,NW-HRM2,NW,2010
39,Selbstfinanzierung,0.0,0.0,25525.2,35794.11061999996,23885.1,0.0,NW-HRM2,NW,2010
40,Selbstfinanzierungsanteil,0.0,0.0,0.09781407844915016,0.128042265498696,0.08697930531192412,0.0,NW-HRM2,NW,2010
31,Bruttoschulden,0.0,230296.0,0.0,245322.0,0.0,0.0,NW-HRM2,NW,2010
32,Bruttoverschuldungsanteil,0.0,0.0,0.0,0.8775629317947035,0.0,0.0,NW-HRM2,NW,2010
33,Nettoschuld I,0.0,-15285.0,0.0,-13781.0,0.0,0.0,NW-HRM2,NW,2010
34,Nettoschuld II,0.0,-110665.0,0.0,-111877.0,0.0,0.0,NW-HRM2,NW,2010
36,Nettoverschuldungsquotient,0.0,0.0,0.0,-0.08581821505376816,0.0,0.0,NW-HRM2,NW,2010
37,Eigenkapital,0.0,113565.0,0.0,119882.0,0.0,0.0,NW-HRM2,NW,2010
38,Eigenkapitaldeckungsgrad,0.0,0.0,0.0,0.41605118279266995,0.0,0.0,NW-HRM2,NW,2010
42,Kapitaldienstanteil,0.0,0.0,0.10580545478304221,0.07853283972921855,0.09441721560326094,0.0,NW-HRM2,NW,2010
43,Saldo der Finanzerträge,0.0,0.0,16797.2,17713.80047,19202.9,0.0,NW-HRM2,NW,2010
44,Bruttorendite des Finanzvermögens,0.0,0.0,0.0,0.01487840623275077,0.0,0.0,NW-HRM2,NW,2010
45,Zinsbelastungsanteil,0.0,0.0,0.007524631518763869,0.0014719698931489234,0.007831564197086232,0.0,NW-HRM2,NW,2010
47,Investitionsanteil,0.0,0.0,0.168126110853709,0.17276239251316042,0.15880780257184185,0.0,NW-HRM2,NW,2010
30,Personalaufwand,0.0,0.0,0.0,0.0,71142.0,0.0,GL-HRM2,GL,2010
31,Sach- und übriger Betriebsaufwand,0.0,0.0,0.0,0.0,29846.0,0.0,GL-HRM2,GL,2010
33,Abschreibungen Verwaltungsvermögen,0.0,0.0,0.0,0.0,14266.0,0.0,GL-HRM2,GL,2010
35,Einlagen in Fonds und Spezialfinanzierungen,0.0,0.0,0.0,0.0,2980.0,0.0,GL-HRM2,GL,2010
36,Transferaufwand,0.0,0.0,0.0,0.0,190917.0,0.0,GL-HRM2,GL,2010
37,Durchlaufende Beiträge,0.0,0.0,0.0,0.0,25716.0,0.0,GL-HRM2,GL,2010
39,Interne Verrechungen,0.0,0.0,0.0,0.0,10661.0,0.0,GL-HRM2,GL,2010
40,Fiskaleinnahmen,0.0,0.0,0.0,0.0,109634.0,0.0,GL-HRM2,GL,2010
41,Regalien und Konzessionen,0.0,0.0,0.0,0.0,15591.3,0.0,GL-HRM2,GL,2010
42,Entgelte,0.0,0.0,0.0,0.0,54263.8,0.0,GL-HRM2,GL,2010
43,Verschiedene Erträge,0.0,0.0,0.0,0.0,217.0,0.0,GL-HRM2,GL,2010
45,Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,0.0,0.0,5804.0,0.0,GL-HRM2,GL,2010
46,Transferertrag,0.0,0.0,0.0,0.0,115336.0,0.0,GL-HRM2,GL,2010
47,Durchlaufende Beiträge,0.0,0.0,0.0,0.0,25716.0,0.0,GL-HRM2,GL,2010
49,Interne Verrechnungen,0.0,0.0,0.0,0.0,10661.0,0.0,GL-HRM2,GL,2010
34,Finanzaufwand,0.0,0.0,0.0,0.0,4755.0,0.0,GL-HRM2,GL,2010
440,Zinsertrag,0.0,0.0,0.0,0.0,6480.0,0.0,GL-HRM2,GL,2010
441,Realisierte Gewinne FV,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
442,Beteiligungsertrag FV,0.0,0.0,0.0,0.0,4227.0,0.0,GL-HRM2,GL,2010
443,Liegenschaftenertrag FV,0.0,0.0,0.0,0.0,1202.0,0.0,GL-HRM2,GL,2010
444,Wertberichtigungen Anlagen FV,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
445,Finanzertrag aus Darlehen und Beteiligungen VV,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
446,Finanzertrag von öffentlichen Unternehmungen,0.0,0.0,0.0,0.0,1750.0,0.0,GL-HRM2,GL,2010
447,Liegenschaftenertrag VV,0.0,0.0,0.0,0.0,135.0,0.0,GL-HRM2,GL,2010
448,Erträge von gemieteten Liegenschaften,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
449,übriger Finanzertrag,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
38,Ausserordentlicher Aufwand,0.0,0.0,0.0,0.0,200.0,0.0,GL-HRM2,GL,2010
48,Ausserordentlicher Ertrag,0.0,0.0,0.0,0.0,8270.0,0.0,GL-HRM2,GL,2010
3,Aufwand,0.0,0.0,0.0,0.0,350483.0,,GL-HRM2,GL,2010
4,Ertrag,0.0,0.0,0.0,0.0,359287.1,0.0,GL-HRM2,GL,2010
57,Durchlaufende Investitionsbeiträge,,,,,2661.0,,GL-HRM2,GL,2010
58,a.o Investitionsausgaben,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
5,Investitionsausgaben gesamt,0.0,0.0,0.0,0.0,29993.0,0.0,GL-HRM2,GL,2010
67,Durchlaufende Investitionsbeiträge,0.0,0.0,0.0,0.0,2661.0,,GL-HRM2,GL,2010
68,a.o Investitionseinnahmen,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
6,Investitionseinnahmen gesamt,0.0,0.0,0.0,0.0,10016.0,0.0,GL-HRM2,GL,2010
10,Finanzvermögen,,0.0,,0.0,,0.0,GL-HRM2,GL,2010
14,Verwaltungsvermögen,,0.0,,0.0,,0.0,GL-HRM2,GL,2010
1,Aktiven,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
20,Fremdkapital,,0.0,,0.0,,0.0,GL-HRM2,GL,2010
29,Eigenkapital,,0.0,,0.0,,0.0,GL-HRM2,GL,2010
2,Passiven,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
39,Selbstfinanzierung,0.0,0.0,0.0,0.0,16586.1,0.0,GL-HRM2,GL,2010
40,Selbstfinanzierungsanteil,0.0,0.0,0.0,0.0,0.056216045100004296,0.0,GL-HRM2,GL,2010
31,Bruttoschulden,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
32,Bruttoverschuldungsanteil,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
33,Nettoschuld I,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
34,Nettoschuld II,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
36,Nettoverschuldungsquotient,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
37,Eigenkapital,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
38,Eigenkapitaldeckungsgrad,0.0,0.0,0.0,0.0,0.0,0.0,GL-HRM2,GL,2010
42,Kapitaldienstanteil,0.0,0.0,0.0,0.0,0.05660548104829786,0.0,GL-HRM2,GL,2010
43,Saldo der Finanzerträge,0.0,0.0,0.0,0.0,9039.0,0.0,GL-HRM2,GL,2010
44,Bruttorendite des Finanzvermögens,,,,,,,GL-HRM2,GL,2010
45,Zinsbelastungsanteil,0.0,0.0,0.0,0.0,-0.012581255353049617,0.0,GL-HRM2,GL,2010
47,Investitionsanteil,0.0,0.0,0.0,0.0,0.09257327341415837,0.0,GL-HRM2,GL,2010
30,Personalaufwand,990895.509,988498.735,1009912.5,1021966.892,1019015.016,,BL-HRM2,BL,2010
31,Sach- und übriger Betriebsaufwand,371006.54,341305.213,384952.0,392431.191,385567.628,,BL-HRM2,BL,2010
33,Abschreibungen Verwaltungsvermögen,97763.665,96553.309,91005.536,67580.021,77340.591,,BL-HRM2,BL,2010
35,Einlagen in Fonds und Spezialfinanzierungen,21380.25,22406.143,21609.25,22789.0,21431.0,,BL-HRM2,BL,2010
36,Transferaufwand,1141957.172,1103664.682,1079860.0,1119681.728,1145061.2,,BL-HRM2,BL,2010
37,Durchlaufende Beiträge,71842.7,84257.482,79592.892,89566.85,81694.975,,BL-HRM2,BL,2010
39,Interne Verrechungen,15707.76,16641.702,15642.817,15466.837,16280.379,,BL-HRM2,BL,2010
40,Fiskaleinnahmen,1483875,1401340.36,1410825.0,1476893.01,1468315.0,,BL-HRM2,BL,2010
41,Regalien und Konzessionen,65435.094,65088.256,65361.91,65047.0,65156.91,,BL-HRM2,BL,2010
42,Entgelte,456145.119,455835.4,464173.099,454589.136,471479.171,,BL-HRM2,BL,2010
43,Verschiedene Erträge,28825.9,34092.193,30990.999,43787.551,33753.08,,BL-HRM2,BL,2010
45,Entnahmen aus Fonds und Spezialfinanzierungen,625,1026.172,428.0,11632.043,8563.234,,BL-HRM2,BL,2010
46,Transferertrag,517867.279,493466.712,438139.684,450135.331,448265.734,,BL-HRM2,BL,2010
47,Durchlaufende Beiträge,71842.7,84356.362,79592.892,89566.85,81694.975,,BL-HRM2,BL,2010
49,Interne Verrechnungen,15484.76,16408.583,15421.441,15466.837,16051.285,,BL-HRM2,BL,2010
34,Finanzaufwand,38920.88,36390.47,26626.643,47731.171,26708.443,,BL-HRM2,BL,2010
440,Zinsertrag,30956.175,24272.627,20066.6,20831.547,21470.939,,BL-HRM2,BL,2010
441,Realisierte Gewinne FV,2850,6166.741,2200.0,4232.449,3326.837,,BL-HRM2,BL,2010
442,Beteiligungsertrag FV,0,5.276,3.0,4.368,3.0,,BL-HRM2,BL,2010
443,Liegenschaftenertrag FV,7705,9443.311,8378.5,9413.074,11430.0,,BL-HRM2,BL,2010
444,Wertberichtigungen Anlagen FV,0,0,0.0,70.699,0.0,,BL-HRM2,BL,2010
445,Finanzertrag aus Darlehen und Beteiligungen VV,915,1367.346,1010.0,2737.138,1360.0,,BL-HRM2,BL,2010
446,Finanzertrag von öffentlichen Unternehmungen,42855.6,41945.571,44854.6,47854.513,49022.0,,BL-HRM2,BL,2010
447,Liegenschaftenertrag VV,13916,14313.1,13816.0,13717.632,16100.58,,BL-HRM2,BL,2010
448,Erträge von gemieteten Liegenschaften,0,0,0.0,0.0,0.0,0.0,BL-HRM2,BL,2010
449,übriger Finanzertrag,11,-132.402,13.0,7.057,7.0,,BL-HRM2,BL,2010
38,Ausserordentlicher Aufwand,0,15443.576,0.0,22246.551,0.0,0.0,BL-HRM2,BL,2010
48,Ausserordentlicher Ertrag,0,251.732,95000.0,64389.82,60000.0,0.0,BL-HRM2,BL,2010
3,Aufwand,2749474.476,2705161.3119999995,2709201.6380000003,2799460.241,2773099.232,,BL-HRM2,BL,2010
4,Ertrag,2739309.627,2649247.34,2690274.725,2770376.0549999992,2755999.7449999996,0.0,BL-HRM2,BL,2010
57,Durchlaufende Investitionsbeiträge,200,304.958,0.0,0.0,0.0,,BL-HRM2,BL,2010
58,a.o Investitionsausgaben,0,0,0.0,0.0,0.0,0.0,BL-HRM2,BL,2010
5,Investitionsausgaben gesamt,296516,209196.54,423636.0,197936.253,468015.0,0.0,BL-HRM2,BL,2010
67,Durchlaufende Investitionsbeiträge,200,,,,,,BL-HRM2,BL,2010
68,a.o Investitionseinnahmen,15000,0,10400.0,0.0,0.0,,BL-HRM2,BL,2010
6,Investitionseinnahmen gesamt,178820,88831.194,208150.0,81277.627,93580.0,0.0,BL-HRM2,BL,2010
10,Finanzvermögen,0,1318394.497,0.0,1478521.125,,,BL-HRM2,BL,2010
14,Verwaltungsvermögen,0,1117450.963,0.0,1197318.984,,,BL-HRM2,BL,2010
1,Aktiven,0,2435845.46,0.0,2675840.109,0.0,0.0,BL-HRM2,BL,2010
20,Fremdkapital,0,2270778.628,0.0,2498056.155,,,BL-HRM2,BL,2010
29,Eigenkapital,0,165066.832,0.0,177783.955,,,BL-HRM2,BL,2010
2,Passiven,0,2435845.46,0.0,2675840.11,0.0,0.0,BL-HRM2,BL,2010
39,Selbstfinanzierung,151674.06600000005,85099.91500000127,46424.87299999979,25493.92700000004,59510.8700000001,0.0,BL-HRM2,BL,2010
40,Selbstfinanzierungsanteil,0.0594299557484352,0.03473716988706437,0.01926750460341674,0.010236666562284025,0.023929067303808314,0.0,BL-HRM2,BL,2010
31,Bruttoschulden,0,1698752.9079999998,0.0,1876564.212,0.0,0.0,BL-HRM2,BL,2010
32,Bruttoverschuldungsanteil,0,0.6934186521965355,0.0,0.7535034567628299,0.0,0.0,BL-HRM2,BL,2010
33,Nettoschuld I,0,952384.131,0.0,1019535.03,0.0,0.0,BL-HRM2,BL,2010
34,Nettoschuld II,0,792384.0959999999,0.0,818864.9940000001,0.0,0.0,BL-HRM2,BL,2010
36,Nettoverschuldungsquotient,0,0.6796237075481077,0.0,0.6903242300537396,0.0,0.0,BL-HRM2,BL,2010
37,Eigenkapital,0,165066.832,0.0,177783.955,0.0,0.0,BL-HRM2,BL,2010
38,Eigenkapitaldeckungsgrad,0,0.06376145283433522,0.0,0.06653142932003296,0.0,0.0,BL-HRM2,BL,2010
42,Kapitaldienstanteil,0.05640384800947734,0.049609089684894817,0.0589111783960359,0.04482899840863748,0.05043814653815904,0.0,BL-HRM2,BL,2010
43,Saldo der Finanzerträge,60287.895,60991.1,63715.057,51137.306,76011.913,0.0,BL-HRM2,BL,2010
44,Bruttorendite des Finanzvermögens,,0.030254946520760547,,0.023369390139758736,,,BL-HRM2,BL,2010
45,Zinsbelastungsanteil,0.0012449609160500572,0.0027696597749319526,0.0012693138886796752,0.0020046999275105093,0.0008554832144439776,0.0,BL-HRM2,BL,2010
47,Investitionsanteil,0.10444028291101515,0.07809481539499243,0.14483345713632761,0.07120656529765376,0.15373145086616485,0.0,BL-HRM2,BL,2010
