Referenz-ID,HRM 2,in 1000 CHF,Rechnung 2018,Budget 2019,Rechnung 2019,Budget 2020,Kanton,Compte,Compte.1
HRM2_ER0446,446,Finanzertrag von öffentlichen Unternehmungen,1165038.9781400003,1101986.3599999999,1245450.2427599998,1223976.8050000002,HRM2_KT_alle,,
HRM2_ER0447,447,Liegenschaftenertrag VV,467464.8280000001,376573.13394999993,471592.59173,546754.41386,HRM2_KT_alle,,
HRM2_ER0448,448,Erträge von gemieteten Liegenschaften,7890.83432,4946.66,7996.47945,5147.93,HRM2_KT_alle,,
HRM2_ER0449,449,übriger Finanzertrag,45948.770869999986,21800.4,73598.22720000001,24235.475,HRM2_KT_alle,,
HRM2_ER4490,davon 4490,Aufwertungen Verwaltungsvermögen,6396.72438,320.0,26867.02,320.0,HRM2_KT_alle,,
HRM2_ERGFI,,Ergebnis aus Finanzierung,2107740.6363500003,1847812.03945,2413928.32126,1979836.5206999998,HRM2_KT_alle,,
HRM2_ERGOP,,Operatives Ergebnis,2909692.2998399986,273410.4700990011,3960502.9242199985,-48259.2123499992,HRM2_KT_alle,,
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,1041059.78972,322309.57,1627097.85018,278888.104,HRM2_KT_alle,,
HRM2_ER0380,380,a.o. Personalaufwand,1726.8,0.0,0.0,950.0,HRM2_KT_alle,,
HRM2_ER0381,381,a.o. Sach- und Betriebsaufwand,3125.0,0.0,145.9,0.0,HRM2_KT_alle,,
HRM2_ER0383,383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,159177.69604,54650.0,82698.88966,43922.728,HRM2_KT_alle,,
HRM2_neu_ER0384,384,a.o. Finanzaufwand ,53668.78255,0.0,122224.8,0.0,HRM2_KT_alle,,
HRM2_ER3840,3840,a.o. Finanzaufwand (Geldwirksam),44591.5,0.0,1661.8,0.0,HRM2_KT_alle,,
HRM2_ER3841,3841,a.o. Finanzaufwand (Wertberichtigungen),9077.2,0.0,110444.0,0.0,HRM2_KT_alle,,
HRM2_ER0386,386,a.o.Transferaufwand (Geldwirksam),5329.05975,0.0,15296.2,0.0,HRM2_KT_alle,,
HRM2_ER0387,387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",63614.2141,103963.9,209716.19083999997,36407.5,HRM2_KT_alle,,
HRM2_ER0389,389,Einlagen in das Eigenkapital,899417.63885,163695.742,1197015.86968,197607.867,HRM2_KT_alle,,
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,380207.38409000007,463593.92600000004,414266.22447,296606.01900000003,HRM2_KT_alle,,
HRM2_ER4800,4800 + 4801,a.o. Direkte Steuern natürliche und juristische Personen,1155.98615,1400.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER4803,4802 + 4803,a.o. übrige direkte Steuern; a.o. Besitz- und Aufwandsteuern,2.2062199999999996,5.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0481,481,"a.o. Regalien, Konzessionen",0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0482,482,a.o. Entgelte,6.7,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0483,483,a.o. verschiedene Erträge,12652.62275,45872.0,43418.700000000004,0.0,HRM2_KT_alle,,
HRM2_ER0484,484,a.o. Finanzerträge,85088.5,38231.0,52202.9,1069.8,HRM2_KT_alle,,
HRM2_ER0485,485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,2353.5,0.0,HRM2_KT_alle,,
HRM2_ER0486,486,a.o. Transfererträge,11864.815200000001,445.0,4768.3,115.0,HRM2_KT_alle,,
HRM2_ER0487,487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_ER0489,489,Entnahmen aus dem Eigenkapital,269437.49299,377641.42600000004,311522.92447,293991.71900000004,HRM2_KT_alle,,
HRM2_ER4895,davon 4895,Entnahmen aus Aufwertungsreserven,64639.986000000004,74968.194,106220.697,33208.419,HRM2_KT_alle,,
HRM2_ERGAO,,Ausserordentliches Ergebnis,-660852.40563,141284.35599999997,-1212831.62571,17717.915000000015,HRM2_KT_alle,,
HRM2_ERGER,,Gesamtergebnis Erfolgsrechung,2248839.8942099987,414694.826099001,2747671.2985099987,-30541.297349999368,HRM2_KT_alle,,
HRM2_ER0003,3,Aufwand,94362519.49427001,94325088.35061099,96038536.99912,97380433.14706999,HRM2_KT_alle,,
HRM2_ER0004,4,Ertrag,96611359.38848001,94739783.18634,98786208.29763,97349891.84972002,HRM2_KT_alle,,
HRM2_IR0050,50,Sachanlagen,3814466.4781800006,4997325.65843,3959765.803510001,4947532.5853114035,HRM2_KT_alle,,
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,10809.37533,34300.0,6119.074680000001,30390.0,HRM2_KT_alle,,
HRM2_IR0052,52,Immaterielle Anlagen,193958.69173999998,169092.376,150801.57636,204989.2234385965,HRM2_KT_alle,,
HRM2_IR0054,54,Darlehen,597272.3886,387916.473,384723.82775000005,398468.143,HRM2_KT_alle,,
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,177970.52419999999,377323.1,569472.7085000001,95193.3,HRM2_KT_alle,,
HRM2_IR0056,56,Eigene Investitionsbeiträge,1112284.36009,1309819.486,1214045.7594899999,1394619.9270000001,HRM2_KT_alle,,
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,209472.58844000002,214600.3,239193.88708000001,226918.84,HRM2_KT_alle,,
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,14926.88795,5410.0,12567.83125,60.0,HRM2_KT_alle,,
HRM2_IR0580,580,a.o. Investitionen für Sachanlagen,0.0,0.0,6818.793,0.0,HRM2_KT_alle,,
HRM2_IR0582,582,a.o. Investitionen für immaterielle Anlagen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0584,584,a.o. Investitionen für Darlehen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0585,585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0586,586,a.o. eigene Investitionsbeiträge,14891.17595,0.0,5700.45175,0.0,HRM2_KT_alle,,
HRM2_IR0589,589,Übrige a.o. Investitionen,147.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_IR0005,5,Investitionsausgaben gesamt,6131161.294530001,7495787.39343,6536690.46862,7298172.018750002,HRM2_KT_alle,,
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,95423.39149,57590.217,104132.60866,58692.085999999996,HRM2_KT_alle,,
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,40774.56299,51277.5,24864.32544,35474.0,HRM2_KT_alle,,
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,1455.1000000000001,453.4,HRM2_KT_alle,,
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,812392.8877099999,913822.1167599999,799592.12188,867223.5894800001,HRM2_KT_alle,,
HRM2_IR0064,64,Rückzahlung von Darlehen,291010.86147,329171.93799999997,380625.13227000006,174186.071,HRM2_KT_alle,,
HRM2_IR0065,65,Übertragung von Beteiligungen,15213.79,1800.0,74827.151,15000.0,HRM2_KT_alle,,
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,39114.56699,49227.4,44350.47961999999,48431.18,HRM2_KT_alle,,
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,209472.88844,214600.3,239192.98708,226918.84,HRM2_KT_alle,,
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,10072.550449999999,6642.5,6463.2698,5937.5,HRM2_KT_alle,,
HRM2_IR0680,680 + 682 + 689,"a.o. Investitionseinnahmen für Sachanlagen, immaterielle Anlagen und übrige Anlagen",33087.933,12920.0,2259.728,3235.0,HRM2_KT_alle,,
HRM2_IR0683,683 bis 686,a.o. Investitionsbeiträge für eigene Rechnung; Rückzahlungen von Darlehen; Übertragung von Beteiligungen; Rückzahlung von eigenen Beiträgen,8351.314849999999,6720.5,4113.6308,2572.5,HRM2_KT_alle,,
HRM2_IR0006,6,Investitionseinnahmen gesamt,1513475.49954,1624131.97176,1675503.17575,1432316.66648,HRM2_KT_alle,,
HRM2_IRNI,HRM2-Tabelle 18.19,Nettoinvestition,4617686.09499,5871655.42167,4861186.39287,5865855.352270002,HRM2_KT_alle,,
HRM2_IRNIDB,Nettoinv. II,Nettoinvestition ohne Darlehen und Beteiligungen,4148667.83366,5437387.78667,4362442.13989,5561379.98027,HRM2_KT_alle,,
HRM2_BI0010,10,Finanzvermögen,57603769.98925,7980740.295810001,62713815.637540005,7890149.784273379,HRM2_KT_alle,,
HRM2_BIUV,10 kf. FV,Umlaufvermögen (kurzfristiges Finanzvermögen),44380321.61295001,6789959.664120001,47920575.008370005,6747363.526359999,HRM2_KT_alle,,
HRM2_BI0100,100+101,"Flüssige Mittel, Forderungen",29664997.79076,4464382.08914,31203818.97231,4486356.48861,HRM2_KT_alle,,
HRM2_BI0102,102,Kurzfr. Finanzanlagen,960297.14061,43533.7,1637496.01687,14616.3,HRM2_KT_alle,,
HRM2_BI0104,104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),13559265.65892,2260113.7004400003,14882900.722819999,2225029.90502,HRM2_KT_alle,,
HRM2_BI0106,106,Vorräte und angefangene Arbeiten,195761.02266000002,21930.17454,196359.29637,21360.83273,HRM2_KT_alle,,
HRM2_BIAVFV,10 lf. FV,Anlagevermögen FV (langfristiges Finanzvermögen),13223448.3763,1190780.63169,14793240.629170002,1142786.2579133785,HRM2_KT_alle,,
HRM2_BI0107,107,Langfristige Finanzanlagen FV,6847780.25495,877763.8271999999,7982441.997559999,908012.5118000001,HRM2_KT_alle,,
HRM2_BI0108,108,Sachanlagen FV,5937604.148370002,388773.20449000003,6387352.858849999,390130.2461133785,HRM2_KT_alle,,
HRM2_BI0109,109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,438063.97297999996,-75756.4,423445.77275999996,-155356.5,HRM2_KT_alle,,
HRM2_BI0014,14,Verwaltungsvermögen,68798539.41044,14027375.683999998,69184963.94396,14130556.16713,HRM2_KT_alle,,
HRM2_BI0140,140+142,"Sachanlagen, Immaterielle Anlagen",43352363.83399001,9064008.558,43238799.196449995,9173870.00335,HRM2_KT_alle,,
HRM2_BI0144,144,Darlehen,5533207.710519998,984182.004,5391609.79249,997453.50875,HRM2_KT_alle,,
HRM2_BI0145,145,Beteiligungen / Grundkapitalien,12347638.68537,1660474.089,13040483.529169999,1662053.5790000001,HRM2_KT_alle,,
HRM2_BI0146,146,Investitionsbeiträge,7646317.93433,2318711.033,7635835.125849999,2297179.07603,HRM2_KT_alle,,
HRM2_BI1480,1480+1482,"Kum. zusätzliche Abschreibungen Sachanlagen, Immaterielle Anlagen (negative Vorzeichen)",-29248.75377,0.0,-45002.9,0.0,HRM2_KT_alle,,
HRM2_BI1484,1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI1485,1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI1486,1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,-51740.0,0.0,-76760.8,0.0,HRM2_KT_alle,,
HRM2_BI1489,1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI0001,1,Aktiven,126402309.39969,22008115.979809996,131898779.5815,22020705.951403376,HRM2_KT_alle,,
HRM2_BI0020,20,Fremdkapital,90996549.33585998,15966701.635049997,97667775.48469998,15564158.54915,HRM2_KT_alle,,
HRM2_BIKFK,20 kf. FK,Kurzfristiges Fremdkapital,42211623.00359,5539617.6899999995,44795664.22271,5625960.15005,HRM2_KT_alle,,
HRM2_BI0200,200,Laufende Verbindlichkeiten,21218965.841020003,1789285.8,20236651.037920002,1839613.4779499997,HRM2_KT_alle,,
HRM2_BI0201,201,Kurzfristige Finanzverbindlichkeiten,8255599.27217,1007822.4,8809046.776700001,1032531.42345,HRM2_KT_alle,,
HRM2_BI2016,davon 2016,derivative Finanzinstrumente,19359.042,4484.205,18606.114,6105.074,HRM2_KT_alle,,
HRM2_BI0204,204,Passive Rechnungsabgrenzungen (Transit. Passiven),11065043.210809998,2311961.7479999997,14176321.772000002,2317348.4872500002,HRM2_KT_alle,,
HRM2_BI0205,205,Kurzfristige Rückstellungen,1672014.6795899998,430547.742,1573644.6360899997,436466.76139999996,HRM2_KT_alle,,
HRM2_BILFK,20 lf. FK,Langfristiges Fremdkapital,48784926.33227,10427083.94505,52872111.261989996,9938198.3991,HRM2_KT_alle,,
HRM2_BI0206,206,Langfristige Finanzverbindlichkeiten,41249527.87612999,8655130.91705,45516322.67521001,8253784.36605,HRM2_KT_alle,,
HRM2_BI2066,davon 2066,Langfristige derivative Finanzinstrumente,0.0,0.0,0.0,0.0,HRM2_KT_alle,,
HRM2_BI2068,davon 2068,passivierte Investitionsbeiträge,2915116.37548,1585827.6,2107021.4496,1597645.458,HRM2_KT_alle,,
HRM2_BI0208,208,Langfristige Rückstellungen,5223998.881750001,1581689.6279999998,5052512.837499999,1575214.4666,HRM2_KT_alle,,
HRM2_BI0209,209,Verbindlichkeiten gegenüber Spezialfinanzierungen und Fonds im FK,2311399.57439,190263.40000000002,2303275.7492800006,109199.56645,HRM2_KT_alle,,
HRM2_BI0029,29,Eigenkapital,35405759.88922,6041412.874,34231005.58485,6456548.38822,HRM2_KT_alle,,
HRM2_BI0299,davon 299,Bilanzüberschuss (- Bilanzfehlbetrag),18092995.104779996,895752.384,20697466.66453,1317514.0013400002,HRM2_KT_alle,,
HRM2_BI0002,2,Passiven,126402309.22508001,22008114.50905,131898781.06954995,22020706.937369995,HRM2_KT_alle,,
HRM2_KZ18_23,HRM2-Tabelle 18.23,Selbstfinanzierung,7123017.9815299995,3729196.9753590017,7423423.873989997,3439288.3481800007,HRM2_KT_alle,,
HRM2_KZ18_8,HRM2-Tabelle 18.8,Selbstfinanzierungsanteil,1.902618748187821,0.8841176604373479,2.198880606731213,0.99451505584058,HRM2_KT_alle,,
HRM2_KZ18_2_1,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad inkl. Darlehen und Beteiligungen der Investitionsrechnung,40.036687853107466,14.025142654192884,56.34447375266137,16.139325796575427,HRM2_KT_alle,,
HRM2_KZ18_2_2,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad ohne Darlehen und Beteiligungen der Investitionsrechnung,51.47556224429859,15.220253910514137,57.24650367575721,17.023456895301905,HRM2_KT_alle,,
HRM2_KZFEI,Nettoinvestition - Selbstfinanzierung,Finanzierungsergebnis inkl. Darlehen und Beteiligungen der Investitionsrechnung,2505331.886539998,-2142458.446310999,2562237.481119998,-2426567.00409,HRM2_KT_alle,,
HRM2_KZFEO,Nettoinvestition ohne Darl./Bet. - Selbstfin.,Finanzierungsergebnis ohne Darlehen und Beteiligungen der Investitionsrechnung,2974350.147869998,-1708190.811310999,3060981.7340999986,-2122091.63209,HRM2_KT_alle,,
HRM2_KZ18_10,HRM2-Tabelle 18.10,Bruttoschulden,67789617.57184,9861927.312050002,72436392.92623,9522178.735450003,HRM2_KT_alle,,
HRM2_KZ18_4,HRM2-Tabelle 18.4,Bruttoverschuldungsanteil,18.156417579892462,3.3880151791918562,18.64230346488789,3.310631329640451,HRM2_KT_alle,,
HRM2_KZ18_20,HRM2-Tabelle 18.20,Nettoschulden I,30477662.971130002,6400133.739239998,32846938.397560008,6076363.30687662,HRM2_KT_alle,,
HRM2_KZ18_21,HRM2-Tabelle 18.21,Nettoschulden II,12596816.749850005,3755479.1169999996,14414843.587849999,3416855.2331600003,HRM2_KT_alle,,
HRM2_KZ18_7_1,HRM2-Tabelle 18.7,Nettoschuld I in Fr. je Einwohner,57357.385708114525,9461.55627957735,57959.13390967204,10322.936413526779,HRM2_KT_alle,,
HRM2_KZ18_7_2,HRM2-Tabelle 18.7,Nettoschuld II in Fr. je Einwohner,-3359.5130711019056,-3160.587955579837,377.1956082311816,-2769.816198633328,HRM2_KT_alle,,
HRM2_KZ18_1,HRM2-Tabelle 18.1,Nettoverschuldungsquotient,6.322242545826778,2.3947484630609432,5.714983868604991,2.6370115395876494,HRM2_KT_alle,,
HRM2_KZSG29,SG 29,Eigenkapital,35405759.88922,6041412.874,34231005.58485,6456548.38822,HRM2_KT_alle,,
HRM2_KZSG299,SG 299  in % Laufender Aufwand,Eigenkapitaldeckungsgrad,5.877327005484917,1.421514955902984,6.540216938368477,1.4898625721157888,HRM2_KT_alle,,
HRM2_KZ18_6,HRM2-Tabelle 18.6,Kapitaldienstanteil,1.1222558333755133,1.1459420504005149,1.0686269110140612,1.1592433808867209,HRM2_KT_alle,,
HRM2_KZSG44,SG 44 - SG 34,Ergebnis aus Finanzierung,2107740.6363500003,1847812.03945,2413928.32126,1979836.5206999998,HRM2_KT_alle,,
HRM2_KZSG10,Ertrag FV in % SG 10,Bruttorendite des Finanzvermögens,0.43382244376716605,0.05860961277945963,0.5609216708257212,0.07449556528032296,HRM2_KT_alle,,
HRM2_KZ18_22,HRM2-Tabelle 18.22,Nettozinsaufwand,258474.89743999997,290443.73099999997,172016.75026,349408.82,HRM2_KT_alle,,
HRM2_KZ18_3,HRM2-Tabelle 18.3,Zinsbelastungsanteil,0.0324971022840521,0.04472130715678637,0.020378085553114534,0.05416612926126377,HRM2_KT_alle,,
HRM2_KZ18_9,HRM2-Tabelle 18.9,Bruttoinvestitionen,5921688.70609,7281187.09343,6297496.58154,7071253.178750001,HRM2_KT_alle,,
HRM2_KZ18_13,HRM2-Tabelle 18.13,Investitionseinnahmen,1304002.6111,1409531.67176,1436310.1886699996,1205397.82648,HRM2_KT_alle,,
HRM2_KZ18_5,HRM2-Tabelle 18.5,Investitionsanteil,1.9871009203253205,2.3828724268346546,2.1148696776642213,2.4555153804613195,HRM2_KT_alle,,
HRM2_KZ18_24,HRM2-Tabelle 18.24,Ständige Wohnbevölkerung am Jahresende ,8544527.0,6247570.092654049,6968536.38253036,5780339.446345052,HRM2_KT_alle,,
HRM2_KZ18_18,HRM2-Tabelle 18.18,Laufender Ertrag,88698880.58282998,87031808.28911,91240934.23539002,89713007.17926,HRM2_KT_alle,,
HRM2_KZ18_16,HRM2-Tabelle 18.16,Laufender Aufwand,88606889.97459,89452903.397851,90044413.72595,92621374.03343,HRM2_KT_alle,,
HRM2_KZGA,,Gesamtaufwand,94528578.68068,96734090.491281,96341910.30749,99692627.21218,HRM2_KT_alle,,
HRM2_KZ18_14,HRM2-Tabelle 18.14,Kapitaldienst,4022859.9614,3924000.571530001,3914663.2935999995,4113421.3784000003,HRM2_KT_alle,,
