HRM2-ID,HRM2-Bezeichnung,Rechnung 2010,Budget 2011,Rechnung 2011,Budget 2012,Source,Kanton,Year
31,Bruttoschulden,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
32,Bruttoverschuldungsanteil,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
33,Nettoschuld I,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
34,Nettoschuld II,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
36,Nettoverschuldungsquotient,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
37,Eigenkapital,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
38,Eigenkapitaldeckungsgrad,0.0,0.0,0.0,0.0,LU HRM2,LU,2011
42,Kapitaldienstanteil,0.0,0.0,0.0,0.0592694440508456,LU HRM2,LU,2011
43,Saldo der Finanzerträge,0.0,0.0,0.0,82716.66799999999,LU HRM2,LU,2011
44,Bruttorendite des Finanzvermögens,,,,,LU HRM2,LU,2011
45,Zinsbelastungsanteil,0.0,0.0,0.0,0.010791462686244408,LU HRM2,LU,2011
47,Investitionsanteil,0.0,0.0,0.0,0.07951983724696655,LU HRM2,LU,2011
30,Personalaufwand,,,,100828.0,UR HRM2,UR,2011
31,Sach- und übriger Betriebsaufwand,,,,54768.0,UR HRM2,UR,2011
33,Abschreibungen Verwaltungsvermögen,,,,9159.0,UR HRM2,UR,2011
35,Einlagen in Fonds und Spezialfinanzierungen,,,,765.0,UR HRM2,UR,2011
36,Transferaufwand,,,,172285.0,UR HRM2,UR,2011
37,Durchlaufende Beiträge,,,,27470.0,UR HRM2,UR,2011
39,Interne Verrechungen,,,,15042.0,UR HRM2,UR,2011
40,Fiskaleinnahmen,,,,79136.0,UR HRM2,UR,2011
41,Regalien und Konzessionen,,,,31701.0,UR HRM2,UR,2011
42,Entgelte,,,,21219.0,UR HRM2,UR,2011
43,Verschiedene Erträge,,,,1544.0,UR HRM2,UR,2011
45,Entnahmen aus Fonds und Spezialfinanzierungen,,,,1292.0,UR HRM2,UR,2011
46,Transferertrag,,,,193528.0,UR HRM2,UR,2011
47,Durchlaufende Beiträge,,,,27470.0,UR HRM2,UR,2011
49,Interne Verrechnungen,,,,15042.0,UR HRM2,UR,2011
34,Finanzaufwand,,,,2921.0,UR HRM2,UR,2011
440,Zinsertrag,,,,306.0,UR HRM2,UR,2011
441,Realisierte Gewinne FV,,,,2565.0,UR HRM2,UR,2011
442,Beteiligungsertrag FV,,,,265.0,UR HRM2,UR,2011
443,Liegenschaftenertrag FV,,,,274.0,UR HRM2,UR,2011
444,Wertberichtigungen Anlagen FV,,,,0.0,UR HRM2,UR,2011
445,Finanzertrag aus Darlehen und Beteiligungen VV,,,,12.0,UR HRM2,UR,2011
446,Finanzertrag von öffentlichen Unternehmungen,,,,8900.0,UR HRM2,UR,2011
447,Liegenschaftenertrag VV,,,,2883.0,UR HRM2,UR,2011
448,Erträge von gemieteten Liegenschaften,,,,17.0,UR HRM2,UR,2011
449,übriger Finanzertrag,,,,0.0,UR HRM2,UR,2011
38,Ausserordentlicher Aufwand,,,,0.0,UR HRM2,UR,2011
48,Ausserordentlicher Ertrag,,,,0.0,UR HRM2,UR,2011
3,Aufwand,0.0,0.0,0.0,383238.0,UR HRM2,UR,2011
4,Ertrag,0.0,0.0,0.0,386154.0,UR HRM2,UR,2011
57,Durchlaufende Investitionsbeiträge,,,,1971.0,UR HRM2,UR,2011
58,a.o Investitionsausgaben,,,,0.0,UR HRM2,UR,2011
5,Investitionsausgaben gesamt,0.0,0.0,0.0,67649.0,UR HRM2,UR,2011
67,Durchlaufende Investitionsbeiträge,,,,1971.0,UR HRM2,UR,2011
68,a.o Investitionseinnahmen,,,,0.0,UR HRM2,UR,2011
6,Investitionseinnahmen gesamt,0.0,0.0,0.0,41295.0,UR HRM2,UR,2011
10,Finanzvermögen,,,,,UR HRM2,UR,2011
14,Verwaltungsvermögen,,,,,UR HRM2,UR,2011
1,Aktiven,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
20,Fremdkapital,,,,,UR HRM2,UR,2011
29,Eigenkapital,,,,,UR HRM2,UR,2011
2,Passiven,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
39,Selbstfinanzierung,0.0,0.0,0.0,14042.0,UR HRM2,UR,2011
40,Selbstfinanzierungsanteil,0.0,0.0,0.0,0.04292509354136607,UR HRM2,UR,2011
31,Bruttoschulden,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
32,Bruttoverschuldungsanteil,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
33,Nettoschuld I,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
34,Nettoschuld II,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
36,Nettoverschuldungsquotient,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
37,Eigenkapital,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
38,Eigenkapitaldeckungsgrad,0.0,0.0,0.0,0.0,UR HRM2,UR,2011
42,Kapitaldienstanteil,0.0,0.0,0.0,0.035454011885255925,UR HRM2,UR,2011
43,Saldo der Finanzerträge,0.0,0.0,0.0,12301.0,UR HRM2,UR,2011
44,Bruttorendite des Finanzvermögens,,,,,UR HRM2,UR,2011
45,Zinsbelastungsanteil,0.0,0.0,0.0,0.007455797119170477,UR HRM2,UR,2011
47,Investitionsanteil,0.0,0.0,0.0,0.16565274414850686,UR HRM2,UR,2011
30,Personalaufwand,67588.39622,72313.6,71127.0,73551.0,NW HRM2,NW,2011
31,Sach- und übriger Betriebsaufwand,28009.43572,26277.9,25939.1,25308.0,NW HRM2,NW,2011
33,Abschreibungen Verwaltungsvermögen,11873.88795,11809.0,12246.5,9303.0,NW HRM2,NW,2011
35,Einlagen in Fonds und Spezialfinanzierungen,702.48385,251.9,1134.7,244.0,NW HRM2,NW,2011
36,Transferaufwand,175643.30011,183976.7,192488.0,191226.0,NW HRM2,NW,2011
37,Durchlaufende Beiträge,21988.05175,22169.0,22038.5,22356.0,NW HRM2,NW,2011
39,Interne Verrechungen,27048.68979,28059.2,28204.3,27979.0,NW HRM2,NW,2011
40,Fiskaleinnahmen,160583.62425,157235.0,160292.5,169565.0,NW HRM2,NW,2011
41,Regalien und Konzessionen,17134.0654,17639.0,17288.0,8962.0,NW HRM2,NW,2011
42,Entgelte,23145.06314,21148.6,22944.2,20699.0,NW HRM2,NW,2011
43,Verschiedene Erträge,15.15765,81.0,75.2,31.0,NW HRM2,NW,2011
45,Entnahmen aus Fonds und Spezialfinanzierungen,217.68115,517.8,565.3,383.0,NW HRM2,NW,2011
46,Transferertrag,78671.27186,78503.1,78341.9,80773.0,NW HRM2,NW,2011
47,Durchlaufende Beiträge,21988.05175,22169.0,22038.5,22356.0,NW HRM2,NW,2011
49,Interne Verrechnungen,27048.68979,28059.2,28204.3,27979.0,NW HRM2,NW,2011
34,Finanzaufwand,4324.929,3308.5,4081.8,3048.0,NW HRM2,NW,2011
440,Zinsertrag,3552.75932,1135.9,2753.7,2486.0,NW HRM2,NW,2011
441,Realisierte Gewinne FV,518.8,0.0,12.5,0.0,NW HRM2,NW,2011
442,Beteiligungsertrag FV,3.7158,3.0,5.4,4.0,NW HRM2,NW,2011
443,Liegenschaftenertrag FV,138.0996,166.0,178.7,136.0,NW HRM2,NW,2011
444,Wertberichtigungen Anlagen FV,18.535,0.0,165.1,0.0,NW HRM2,NW,2011
445,Finanzertrag aus Darlehen und Beteiligungen VV,244.164,1520.0,79.5,90.0,NW HRM2,NW,2011
446,Finanzertrag von öffentlichen Unternehmungen,11629.153,13593.5,14180.1,12818.0,NW HRM2,NW,2011
447,Liegenschaftenertrag VV,5933.50275,6093.0,6191.9,1985.0,NW HRM2,NW,2011
448,Erträge von gemieteten Liegenschaften,0.0,0.0,0.0,0.0,NW HRM2,NW,2011
449,übriger Finanzertrag,0.0,0.0,0.0,0.0,NW HRM2,NW,2011
38,Ausserordentlicher Aufwand,13386.85497,0.0,-1263.4,3709.0,NW HRM2,NW,2011
48,Ausserordentlicher Ertrag,0.0,0.0,3288.0,8977.0,NW HRM2,NW,2011
3,Aufwand,350566.02936,348165.8,355996.49999999994,356724.0,NW HRM2,NW,2011
4,Ertrag,350842.3344599999,347864.10000000003,356604.8,357244.0,NW HRM2,NW,2011
57,Durchlaufende Investitionsbeiträge,1451.714,1870.0,1074.5,1180.0,NW HRM2,NW,2011
58,a.o Investitionsausgaben,0.0,0.0,0.0,0.0,NW HRM2,NW,2011
5,Investitionsausgaben gesamt,57246.73297,55314.0,99735.4,38410.0,NW HRM2,NW,2011
67,Durchlaufende Investitionsbeiträge,1451.714,1870.0,1074.5,1180.0,NW HRM2,NW,2011
68,a.o Investitionseinnahmen,0.0,0.0,0.0,0.0,NW HRM2,NW,2011
6,Investitionseinnahmen gesamt,23746.8513,19335.0,61296.5,12121.0,NW HRM2,NW,2011
10,Finanzvermögen,284433.0,,254641.0,,NW HRM2,NW,2011
14,Verwaltungsvermögen,106101.0,,142056.0,,NW HRM2,NW,2011
1,Aktiven,390534.0,0.0,396697.0,0.0,NW HRM2,NW,2011
20,Fremdkapital,270652.0,,266323.0,,NW HRM2,NW,2011
29,Eigenkapital,119882.0,,130374.0,,NW HRM2,NW,2011
2,Passiven,390534.0,0.0,396697.0,0.0,NW HRM2,NW,2011
39,Selbstfinanzierung,30065.849019999965,23475.300000000025,18171.49999999999,11905.0,NW HRM2,NW,2011
40,Selbstfinanzierungsanteil,0.10755119643932497,0.08548698921038717,0.06514441363754012,0.04251330214619862,NW HRM2,NW,2011
31,Bruttoschulden,245322.0,0.0,240593.0,0.0,NW HRM2,NW,2011
32,Bruttoverschuldungsanteil,0.8775629317947035,0.0,0.8625204254077372,0.0,NW HRM2,NW,2011
33,Nettoschuld I,-13781.0,0.0,11682.0,0.0,NW HRM2,NW,2011
34,Nettoschuld II,-111877.0,0.0,-130033.0,0.0,NW HRM2,NW,2011
36,Nettoverschuldungsquotient,-0.08581821505376816,0.0,0.07287926758893896,0.0,NW HRM2,NW,2011
37,Eigenkapital,119882.0,0.0,130374.0,0.0,NW HRM2,NW,2011
38,Eigenkapitaldeckungsgrad,0.20191403058739044,0.0,0.19148119111280773,0.0,NW HRM2,NW,2011
42,Kapitaldienstanteil,0.0439471002165761,0.050834884946361465,0.04743856962276718,0.035156947469913935,NW HRM2,NW,2011
43,Saldo der Finanzerträge,17713.80047,19202.9,19485.100000000002,14471.0,NW HRM2,NW,2011
44,Bruttorendite des Finanzvermögens,0.01487840623275077,0.0,0.012234479129441055,0.0,NW HRM2,NW,2011
45,Zinsbelastungsanteil,0.0014719698931489234,0.007831564197086232,0.003535146041217201,0.0019355069099739313,NW HRM2,NW,2011
47,Investitionsanteil,0.1683813288109526,0.15750291685712073,0.2514955513274643,0.11269421817818581,NW HRM2,NW,2011
30,Personalaufwand,0.0,71142.0,71379.2,67758.5,GL HRM2,GL,2011
31,Sach- und übriger Betriebsaufwand,0.0,29846.0,31330.8,29880.5,GL HRM2,GL,2011
33,Abschreibungen Verwaltungsvermögen,0.0,14266.0,9019.0,13896.2,GL HRM2,GL,2011
35,Einlagen in Fonds und Spezialfinanzierungen,0.0,2980.0,3306.2,3575.1,GL HRM2,GL,2011
36,Transferaufwand,0.0,190917.0,189993.0,160896.0,GL HRM2,GL,2011
37,Durchlaufende Beiträge,0.0,25716.0,28430.6,24177.5,GL HRM2,GL,2011
39,Interne Verrechungen,0.0,10661.0,10680.1,12372.6,GL HRM2,GL,2011
40,Fiskaleinnahmen,0.0,109634.0,110076.0,100769.0,GL HRM2,GL,2011
41,Regalien und Konzessionen,0.0,15591.3,16143.6,7413.1,GL HRM2,GL,2011
42,Entgelte,0.0,54263.8,58263.1,29382.9,GL HRM2,GL,2011
43,Verschiedene Erträge,0.0,217.0,135.6,234.5,GL HRM2,GL,2011
45,Entnahmen aus Fonds und Spezialfinanzierungen,0.0,5804.0,14928.6,1360.9,GL HRM2,GL,2011
46,Transferertrag,0.0,115336.0,118667.8,122864.9,GL HRM2,GL,2011
47,Durchlaufende Beiträge,0.0,25716.0,28430.6,24177.5,GL HRM2,GL,2011
49,Interne Verrechnungen,0.0,10661.0,10680.1,12372.6,GL HRM2,GL,2011
34,Finanzaufwand,0.0,4755.0,5543.6,4371.5,GL HRM2,GL,2011
440,Zinsertrag,0.0,6480.0,6678.3,6425.1,GL HRM2,GL,2011
441,Realisierte Gewinne FV,0.0,0.0,0.0,0.0,GL HRM2,GL,2011
442,Beteiligungsertrag FV,0.0,4227.0,1733.7,2281.0,GL HRM2,GL,2011
443,Liegenschaftenertrag FV,0.0,1202.0,1131.9,1063.2,GL HRM2,GL,2011
444,Wertberichtigungen Anlagen FV,0.0,0.0,1067.0,0.0,GL HRM2,GL,2011
445,Finanzertrag aus Darlehen und Beteiligungen VV,0.0,0.0,9.0,20.0,GL HRM2,GL,2011
446,Finanzertrag von öffentlichen Unternehmungen,0.0,1750.0,2304.4,1880.0,GL HRM2,GL,2011
447,Liegenschaftenertrag VV,0.0,135.0,301.8,135.5,GL HRM2,GL,2011
448,Erträge von gemieteten Liegenschaften,0.0,0.0,0.0,0.0,GL HRM2,GL,2011
449,übriger Finanzertrag,0.0,0.0,0.0,0.0,GL HRM2,GL,2011
38,Ausserordentlicher Aufwand,0.0,200.0,12901.1,200.0,GL HRM2,GL,2011
48,Ausserordentlicher Ertrag,0.0,8270.0,134.4,3587.6,GL HRM2,GL,2011
3,Aufwand,0.0,350483.0,362583.5999999999,317127.89999999997,GL HRM2,GL,2011
4,Ertrag,0.0,359287.1,370685.9,313967.79999999993,GL HRM2,GL,2011
57,Durchlaufende Investitionsbeiträge,0.0,2661.0,3607.3,1970.0,GL HRM2,GL,2011
58,a.o Investitionsausgaben,0.0,0.0,0.0,0.0,GL HRM2,GL,2011
5,Investitionsausgaben gesamt,0.0,29993.0,30140.1,28418.4,GL HRM2,GL,2011
67,Durchlaufende Investitionsbeiträge,0.0,2661.0,3607.3,1970.0,GL HRM2,GL,2011
68,a.o Investitionseinnahmen,0.0,0.0,0.0,0.0,GL HRM2,GL,2011
6,Investitionseinnahmen gesamt,0.0,10016.0,12454.400000000001,10951.5,GL HRM2,GL,2011
10,Finanzvermögen,0.0,,373965.0,,GL HRM2,GL,2011
14,Verwaltungsvermögen,0.0,,199272.0,,GL HRM2,GL,2011
1,Aktiven,0.0,0.0,573237.0,0.0,GL HRM2,GL,2011
20,Fremdkapital,0.0,,194722.0,,GL HRM2,GL,2011
29,Eigenkapital,0.0,,378514.9,,GL HRM2,GL,2011
2,Passiven,0.0,0.0,573236.9,0.0,GL HRM2,GL,2011
39,Selbstfinanzierung,0.0,16586.099999999977,20670.8,13427.400000000003,GL HRM2,GL,2011
40,Selbstfinanzierungsanteil,0.0,0.056216045100004296,0.06815610738507302,0.051512212638166174,GL HRM2,GL,2011
31,Bruttoschulden,0.0,0.0,162165.3,0.0,GL HRM2,GL,2011
32,Bruttoverschuldungsanteil,0.0,0.0,0.5346941386367524,0.0,GL HRM2,GL,2011
33,Nettoschuld I,0.0,0.0,-179243.0,0.0,GL HRM2,GL,2011
34,Nettoschuld II,0.0,0.0,-287424.2,0.0,GL HRM2,GL,2011
36,Nettoverschuldungsquotient,0.0,0.0,-1.6283567716850176,0.0,GL HRM2,GL,2011
37,Eigenkapital,0.0,0.0,378514.9,0.0,GL HRM2,GL,2011
38,Eigenkapitaldeckungsgrad,0.0,0.0,0.16533857871191138,0.0,GL HRM2,GL,2011
42,Kapitaldienstanteil,0.0,0.035771166216617904,0.016994514420542187,0.03775966338326216,GL HRM2,GL,2011
43,Saldo der Finanzerträge,0.0,9039.0,7682.499999999998,7433.300000000001,GL HRM2,GL,2011
44,Bruttorendite des Finanzvermögens,,,0.028374045699463852,,GL HRM2,GL,2011
45,Zinsbelastungsanteil,0.0,-0.012581255353049617,-0.012743083181194258,-0.01555103036701598,GL HRM2,GL,2011
47,Investitionsanteil,0.0,0.08436010765697918,0.08169483655675207,0.09140470750624924,GL HRM2,GL,2011
30,Personalaufwand,,,,305417.09,ZG HRM2,ZG,2011
31,Sach- und übriger Betriebsaufwand,,,,112700.4556,ZG HRM2,ZG,2011
33,Abschreibungen Verwaltungsvermögen,,,,64301.0,ZG HRM2,ZG,2011
35,Einlagen in Fonds und Spezialfinanzierungen,,,,8170.5,ZG HRM2,ZG,2011
36,Transferaufwand,,,,776025.224,ZG HRM2,ZG,2011
37,Durchlaufende Beiträge,,,,79002.8,ZG HRM2,ZG,2011
39,Interne Verrechungen,,,,4977.583,ZG HRM2,ZG,2011
40,Fiskaleinnahmen,,,,694800.0,ZG HRM2,ZG,2011
41,Regalien und Konzessionen,,,,11757.0,ZG HRM2,ZG,2011
42,Entgelte,,,,65493.4,ZG HRM2,ZG,2011
43,Verschiedene Erträge,,,,6453.0,ZG HRM2,ZG,2011
45,Entnahmen aus Fonds und Spezialfinanzierungen,,,,42.412,ZG HRM2,ZG,2011
46,Transferertrag,,,,444405.574,ZG HRM2,ZG,2011
47,Durchlaufende Beiträge,,,,79002.8,ZG HRM2,ZG,2011
49,Interne Verrechnungen,,,,4977.583,ZG HRM2,ZG,2011
34,Finanzaufwand,,,,11737.38,ZG HRM2,ZG,2011
440,Zinsertrag,,,,11417.8,ZG HRM2,ZG,2011
441,Realisierte Gewinne FV,,,,0.0,ZG HRM2,ZG,2011
442,Beteiligungsertrag FV,,,,726.0,ZG HRM2,ZG,2011
443,Liegenschaftenertrag FV,,,,1439.0,ZG HRM2,ZG,2011
444,Wertberichtigungen Anlagen FV,,,,0.0,ZG HRM2,ZG,2011
445,Finanzertrag aus Darlehen und Beteiligungen VV,,,,28666.8,ZG HRM2,ZG,2011
446,Finanzertrag von öffentlichen Unternehmungen,,,,0.0,ZG HRM2,ZG,2011
447,Liegenschaftenertrag VV,,,,8546.448,ZG HRM2,ZG,2011
448,Erträge von gemieteten Liegenschaften,,,,581.766,ZG HRM2,ZG,2011
449,übriger Finanzertrag,,,,0.0,ZG HRM2,ZG,2011
38,Ausserordentlicher Aufwand,,,,3572.9,ZG HRM2,ZG,2011
48,Ausserordentlicher Ertrag,,,,3796.0,ZG HRM2,ZG,2011
3,Aufwand,0.0,0.0,0.0,1365904.9326,ZG HRM2,ZG,2011
4,Ertrag,0.0,0.0,0.0,1362105.5830000003,ZG HRM2,ZG,2011
57,Durchlaufende Investitionsbeiträge,,,,2424.0,ZG HRM2,ZG,2011
58,a.o Investitionsausgaben,,,,0.0,ZG HRM2,ZG,2011
5,Investitionsausgaben gesamt,0.0,0.0,0.0,113594.7,ZG HRM2,ZG,2011
