Referenz-ID,HRM2-ID,HRM2-Bezeichnung,Rechnung 2020,Budget 2021,Anpassung Budget 2021,Budgetplus 2021,Rechnung 2021,Budget 2022,Source,Kanton,Year,Compte,Adaptation Budget**,Compte.1
HRM2_ER0449,449,übriger Finanzertrag,53645.13937,59906.62,0.0,59906.62,89007.58729,22111.8,HRM2_KT_alle,alle,2021,,,
HRM2_ER4490,davon 4490,Aufwertungen Verwaltungsvermögen,22014.867,40855,0.0,40855.0,49383.1652,320,HRM2_KT_alle,alle,2021,,,
HRM2_ERGFI,,Ergebnis aus Finanzierung,2900154.55055,1943920.05156,-3080.95557,1940839.09599,2484588.95274,2123072.82749,HRM2_KT_alle,alle,2021,,,
HRM2_ERGOP,,Operatives Ergebnis,2666094.8088800027,-2682037.95411,-2080469.2700999998,-4762507.22421,3487710.549608995,-795131.7158299971,HRM2_KT_alle,alle,2021,,,
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,1258759.0689599998,365416.015,4145.4,369561.41500000004,1495304.3151500002,405839.444,HRM2_KT_alle,alle,2021,,,
HRM2_ER0380,380,a.o. Personalaufwand,943.1,0,0.0,0.0,49.76165,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0381,381,a.o. Sach- und Betriebsaufwand,1573,0,0.0,0.0,2767.3,180,HRM2_KT_alle,alle,2021,,,
HRM2_ER0383,383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,86992.43614,77534.228,4145.4,81679.628,402946.68454000005,120853.128,HRM2_KT_alle,alle,2021,,,
HRM2_neu_ER0384,384,a.o. Finanzaufwand ,21507.1,0,0.0,0.0,3212.3,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER3840,3840,a.o. Finanzaufwand (Geldwirksam),1.1,0,0.0,0.0,0.3,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER3841,3841,a.o. Finanzaufwand (Wertberichtigungen),21505.8,0,0.0,0.0,3212,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0386,386,a.o.Transferaufwand (Geldwirksam),35000,0,0.0,0.0,102328.4,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0387,387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",50908.66854,37555.6,0.0,37555.6,35226.027579999994,48410.599,HRM2_KT_alle,alle,2021,,,
HRM2_ER0389,389,Einlagen in das Eigenkapital,1061835.96428,250326.087,0.0,250326.087,948773.9413800001,236395.717,HRM2_KT_alle,alle,2021,,,
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,466134.55241999996,724514.89,560.0,725074.89,906145.67665,673512.48468,HRM2_KT_alle,alle,2021,,,
HRM2_ER4800,4800 + 4801,a.o. Direkte Steuern natürliche und juristische Personen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER4803,4802 + 4803,a.o. übrige direkte Steuern; a.o. Besitz- und Aufwandsteuern,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0481,481,"a.o. Regalien, Konzessionen",63897.2295,0,0.0,0.0,63957.25067,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0482,482,a.o. Entgelte,165,24,0.0,24.0,165,165,HRM2_KT_alle,alle,2021,,,
HRM2_ER0483,483,a.o. verschiedene Erträge,25380.2,0,0.0,0.0,3426.5,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0484,484,a.o. Finanzerträge,39655.299999999996,0,0.0,0.0,79380.29999999999,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0485,485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0486,486,a.o. Transfererträge,15613.6,103,0.0,103.0,42219.5,95,HRM2_KT_alle,alle,2021,,,
HRM2_ER0487,487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_ER0489,489,Entnahmen aus dem Eigenkapital,321422.82292000006,724387.7899999999,560.0,724947.7899999999,716994.92565,673252.48468,HRM2_KT_alle,alle,2021,,,
HRM2_ER4895,davon 4895,Entnahmen aus Aufwertungsreserven,30334.56407,32097.002999999997,0.0,32097.002999999997,31651.803649999998,33613.248999999996,HRM2_KT_alle,alle,2021,,,
HRM2_ERGAO,,Ausserordentliches Ergebnis,-792624.5165399999,359098.875,-3585.3999999999996,355513.475,-589158.6384999999,267673.04068,HRM2_KT_alle,alle,2021,,,
HRM2_ERGER,,Gesamtergebnis Erfolgsrechung,1873470.292340003,-2322939.0791100003,-2084054.6700999998,-4406993.74921,2898551.911108995,-527458.6751499969,HRM2_KT_alle,alle,2021,,,
HRM2_ER0003,3,Aufwand,101210876.68770999,99500495.84105,3617750.1785799996,103118246.01963,107036861.63168,101761070.15206,HRM2_KT_alle,alle,2021,,,
HRM2_ER0004,4,Ertrag,103084346.98005,97177556.61265999,533149.0684799999,97710705.68113999,109935413.642829,101233611.47690001,HRM2_KT_alle,alle,2021,,,
HRM2_HK9010,9010,"Abschluss Spezialfinanzierungen und Fonds im EK, Ertragsüberschuss",3845.62234,536,18357.6,18893.6,80422.68803,20487.7,HRM2_KT_alle,alle,2021,,,
HRM2_HK9011,9011,"Abschluss Spezialfinanzierungen und Fonds im EK, Aufwandüberschuss",9367.64116,11711.1,48785.0,60496.1,-47965.11104999999,19342.8,HRM2_KT_alle,alle,2021,,,
HRM2_IR0050,50,Sachanlagen,3989669.1047799997,4907370.86807,180784.125,5088154.99307,4046563.05669,4916268.1789299995,HRM2_KT_alle,alle,2021,,,
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,14736.355899999999,15382,0.0,15382.0,24064.79695,8584,HRM2_KT_alle,alle,2021,,,
HRM2_IR0052,52,Immaterielle Anlagen,211130.97707000002,252649.75499999998,20263.03,272912.785,257106.72998,264107.65520000004,HRM2_KT_alle,alle,2021,,,
HRM2_IR0054,54,Darlehen,312363.38445,595078.999,624430.05,1219509.049,489841.3853600001,424314.11762999994,HRM2_KT_alle,alle,2021,,,
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,45920.52299,81450,270.0,81720.0,158315.22891,70720,HRM2_KT_alle,alle,2021,,,
HRM2_IR0056,56,Eigene Investitionsbeiträge,1226124.14842,1376883.65704,6168.555,1383052.21204,1293769.4374700002,1348303.15215,HRM2_KT_alle,alle,2021,,,
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,238144.48433,252175.5,0.0,252175.5,238804.56694000002,269523.9,HRM2_KT_alle,alle,2021,,,
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,14861.00605,5916,0.0,5916.0,807.26295,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0580,580,a.o. Investitionen für Sachanlagen,0.6323,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0582,582,a.o. Investitionen für immaterielle Anlagen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0584,584,a.o. Investitionen für Darlehen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0585,585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0586,586,a.o. eigene Investitionsbeiträge,14497.251049999999,0,0.0,0.0,758.46495,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0589,589,Übrige a.o. Investitionen,315.208,5856,0.0,5856.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_IR0005,5,Investitionsausgaben gesamt,6052949.98399,7486906.77911,831915.76,8318822.539109999,6509272.46525,7301821.0039099995,HRM2_KT_alle,alle,2021,,,
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,34301.80807000001,47687.813,0.0,47687.813,22456.06548,40303.853,HRM2_KT_alle,alle,2021,,,
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,33332.92295,31591,0.0,31591.0,32541.77712,21076.8,HRM2_KT_alle,alle,2021,,,
HRM2_IR0062,62,Abgang immaterielle Anlagen,2913.8999999999996,3497.8,0.0,3497.8,5364.4,23472.5,HRM2_KT_alle,alle,2021,,,
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,816106.7409799999,924583.7542900001,-12124.0,912459.7542900001,805400.6373399999,860086.7499599999,HRM2_KT_alle,alle,2021,,,
HRM2_IR0064,64,Rückzahlung von Darlehen,183705.78741000002,178771.29820000002,0.0,178771.29820000002,310494.77685,206337.10311999999,HRM2_KT_alle,alle,2021,,,
HRM2_IR0065,65,Übertragung von Beteiligungen,47119.201,20480,0.0,20480.0,25515.9,10000,HRM2_KT_alle,alle,2021,,,
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,62238.63908000001,54599.09992,0.0,54599.09992,59799.52677999999,57814.59,HRM2_KT_alle,alle,2021,,,
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,238144.48433,252175.5,0.0,252175.5,238804.56694000002,269523.9,HRM2_KT_alle,alle,2021,,,
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,15493.652900000001,25871.5,0.0,25871.5,2765.78135,12983,HRM2_KT_alle,alle,2021,,,
HRM2_IR0680,680 + 682 + 689,"a.o. Investitionseinnahmen für Sachanlagen, immaterielle Anlagen und übrige Anlagen",2573.8427,22619,0.0,22619.0,1301.3469,10903,HRM2_KT_alle,alle,2021,,,
HRM2_IR0683,683 bis 686,a.o. Investitionsbeiträge für eigene Rechnung; Rückzahlungen von Darlehen; Übertragung von Beteiligungen; Rückzahlung von eigenen Beiträgen,13009.420900000001,3252.5,0.0,3252.5,1554.34545,2210,HRM2_KT_alle,alle,2021,,,
HRM2_IR0006,6,Investitionseinnahmen gesamt,1433357.1367199998,1539257.76541,-12124.0,1527133.76541,1503143.4318600001,1501598.49608,HRM2_KT_alle,alle,2021,,,
HRM2_IRNI,HRM2-Tabelle 18.19,Nettoinvestition,4619592.84727,5947649.013700001,844039.76,6791688.773700001,5006129.03339,5800222.5078300005,HRM2_KT_alle,alle,2021,,,
HRM2_IRNIDB,Nettoinv. II,Nettoinvestition ohne Darlehen und Beteiligungen,4492133.928240001,5470371.3129,219339.70999999996,5689711.0229,4693983.095969999,5521525.493320001,HRM2_KT_alle,alle,2021,,,
HRM2_BI0010,10,Finanzvermögen,66086597.853999995,8824476.40121,551582.9,9376059.301210001,67781155.07665,9499721.6245,HRM2_KT_alle,alle,2021,,,
HRM2_BIUV,10 kf. FV,Umlaufvermögen (kurzfristiges Finanzvermögen),51579422.20021,7734339.554579999,414923.4,8149262.95458,52370391.04060999,8232243.9695,HRM2_KT_alle,alle,2021,,,
HRM2_BI0100,100+101,"Flüssige Mittel, Forderungen",34232263.94975,5533668.946579999,184786.0000000001,5718454.946579999,32994153.892109994,5793302.6295,HRM2_KT_alle,alle,2021,,,
HRM2_BI0102,102,Kurzfr. Finanzanlagen,2320016.98992,39055.2,1000.0,40055.2,2521536.14501,102100,HRM2_KT_alle,alle,2021,,,
HRM2_BI0104,104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),14798341.01416,2141073.0938399998,229479.8999999999,2370552.9938399997,16630655.36586,2314841.9469,HRM2_KT_alle,alle,2021,,,
HRM2_BI0106,106,Vorräte und angefangene Arbeiten,228800.24637999997,20542.314159999998,-342.4999999999985,20199.814159999998,224045.63763000004,21999.3931,HRM2_KT_alle,alle,2021,,,
HRM2_BIAVFV,10 lf. FV,Anlagevermögen FV (langfristiges Finanzvermögen),14507175.653790003,1090136.8466299998,136659.5,1226796.3466299998,15410764.03604,1267477.655,HRM2_KT_alle,alle,2021,,,
HRM2_BI0107,107,Langfristige Finanzanlagen FV,6859134.48228,832670.21018,30827.3,863497.5101800001,8328518.536660001,980820.0009000001,HRM2_KT_alle,alle,2021,,,
HRM2_BI0108,108,Sachanlagen FV,7237794.3167200005,416637.43645000004,26232.100000000006,442869.53645,6685159.91942,437208.95410000003,HRM2_KT_alle,alle,2021,,,
HRM2_BI0109,109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,410246.85479,-159170.8,79600.09999999999,-79570.7,397085.57995999994,-150551.3,HRM2_KT_alle,alle,2021,,,
HRM2_BI0014,14,Verwaltungsvermögen,69755157.75112,13519617.49723,-461411.2999999995,13058206.197230002,71160963.04256001,13174726.241999999,HRM2_KT_alle,alle,2021,,,
HRM2_BI0140,140+142,"Sachanlagen, Immaterielle Anlagen",43481962.116399996,8533860.15215,-66501.89999999963,8467358.25215,44368059.16788999,8557522.3214,HRM2_KT_alle,alle,2021,,,
HRM2_BI0144,144,Darlehen,5393454.867130001,1033599.53624,26695.900000000045,1060295.4362400002,5396264.32513,1079161.7571,HRM2_KT_alle,alle,2021,,,
HRM2_BI0145,145,Beteiligungen / Grundkapitalien,13273980.646869998,1639676.5833599998,-11809.29999999993,1627867.2833599998,13743842.076769998,1644391.6974000002,HRM2_KT_alle,alle,2021,,,
HRM2_BI0146,146,Investitionsbeiträge,7730113.320719999,2312481.2254799996,-409796.0,1902685.2254799996,7787576.07277,1893650.4661,HRM2_KT_alle,alle,2021,,,
HRM2_BI1480,1480+1482,"Kum. zusätzliche Abschreibungen Sachanlagen, Immaterielle Anlagen (negative Vorzeichen)",-46468.4,0,0.0,0.0,-50736.3,0,HRM2_KT_alle,alle,2021,,,
HRM2_BI1484,1484,Kum. zusätzliche Abschreibungen Darlehen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_BI1485,1485,Kum. zusätzliche Abschreibungen Beteiligungen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_BI1486,1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,-77884.8,0,0.0,0.0,-84042.3,0,HRM2_KT_alle,alle,2021,,,
HRM2_BI1489,1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
HRM2_BI0001,1,Aktiven,135841755.50512,22344093.898440003,90171.60000000052,22434265.498440005,138942118.11921,22674447.866499998,HRM2_KT_alle,alle,2021,,,
HRM2_BI0020,20,Fremdkapital,99923867.45402999,16439268.638620002,688154.2999999993,17127422.93862,99373126.43513003,17041463.6965,HRM2_KT_alle,alle,2021,,,
HRM2_BIKFK,20 kf. FK,Kurzfristiges Fremdkapital,47453371.6217,6006433.6434,886484.7999999999,6892918.4434,48756545.9984,7233097.583699998,HRM2_KT_alle,alle,2021,,,
HRM2_BI0200,200,Laufende Verbindlichkeiten,21469346.724010002,2022037.03723,440844.1,2462881.13723,22067228.19964,2564098.3836,HRM2_KT_alle,alle,2021,,,
HRM2_BI0201,201,Kurzfristige Finanzverbindlichkeiten,8162169.715109999,1127489.119,-80860.39999999998,1046628.7189999999,8870560.18989,1237904.889,HRM2_KT_alle,alle,2021,,,
HRM2_BI2016,davon 2016,derivative Finanzinstrumente,8977.832,7994.614,0.0,7994.614,16580.994,0,HRM2_KT_alle,alle,2021,,,
HRM2_BI0204,204,Passive Rechnungsabgrenzungen (Transit. Passiven),15655856.01498,2343074.97956,353125.09999999986,2696200.0795599995,15767091.192039998,2742409.1230999995,HRM2_KT_alle,alle,2021,,,
HRM2_BI0205,205,Kurzfristige Rückstellungen,2165999.1676000003,513832.50761,173376.0,687208.50761,2051666.4168299998,688685.188,HRM2_KT_alle,alle,2021,,,
HRM2_BILFK,20 lf. FK,Langfristiges Fremdkapital,52470495.832329996,10432834.99522,-198330.50000000058,10234504.49522,50616580.436730005,9808366.1128,HRM2_KT_alle,alle,2021,,,
HRM2_BI0206,206,Langfristige Finanzverbindlichkeiten,46382953.26371,8770473.791509999,-245442.00000000058,8525031.791509999,44527384.032110006,8166770.293,HRM2_KT_alle,alle,2021,,,
HRM2_BI2066,davon 2066,Langfristige derivative Finanzinstrumente,0,0,0.0,0.0,0,0,HRM2_KT_alle,alle,2021,,,
