Region,Acc-ID,Year,Realized,Budget y,Budget y+1,Slack
AG,34,2002,-191605.99588394165,-214631.2341003418,-129013.78119277954,-23025.238216400146
AG,35,2002,1311793.5317707062,-240120.20113754272,-420828.857257843,-1551913.732908249
AG,36,2002,-6519916.075424194,-6972037.255889893,-6773453.781341553,-452121.18046569824
AG,37,2002,1763762.6522598267,1757461.8874969482,1954958.0180511475,-6300.764762878418
AG,38,2002,-33094959.195739746,287106.52623701096,1728202.191242218,33382065.721976757
AG,39,2002,996791.1185798645,128403.87547636032,48676.82810544968,-868387.2431035042
AG,40,2002,-1843891.5089874268,-22280882.93487549,27781998.931152344,-20436991.42588806
AG,41,2002,842322.502532959,104491.79860901833,399843.8904829025,-737830.7039239407
AG,42,2002,327179.28798770905,456895.4770965576,-32780.634269714355,129716.18910884857
AG,43,2002,193747.17900180817,-38979.01982879639,-314780.9686527252,-232726.19883060455
AG,44,2002,903354.8686923981,42468.65050506592,470754.6768684387,-860886.2181873322
AG,45,2002,-427204.71437072754,-232184.65147972107,-188229.98845672607,195020.06289100647
AG,46,2002,-3533658.893043518,-4100472.638824463,-3927948.7477111816,-566813.7457809448
AG,47,2002,1053532.0658092499,988643.383430481,1163497.8933429718,-64888.68237876892
AG,48,2002,296108.1410832405,20845999.666412354,-28311126.953125,20549891.525329113
AG,49,2002,996791.1185798645,128403.87547636032,48676.82810544968,-868387.2431035042
AG,50,2002,609209.6689167023,402223.4957304001,481417.3577861786,-206986.17318630219
AG,56,2002,85727.50739812851,162084.72431373596,-7022.460098624229,76357.21691560745
AG,57,2002,110548.31521844864,125417.7900865078,117199.55888962746,14869.474868059158
AG,58,2002,-594502.9122772217,-397247.88610839844,103053.76602292061,197255.02616882324
AG,60,2002,-33660.91415369511,-21269.443054676056,-3804.659664839506,12391.47109901905
AG,61,2002,20304.972866117954,-47589.739357709885,-38909.09997463226,-67894.71222382784
AG,62,2002,30598.03595904261,30440.73319900036,26592.65750360489,-157.30276004225016
AG,63,2002,-337578.0853395462,-397651.48129177094,-382060.3381986618,-60073.39595222473
AG,64,2002,30598.03595904261,30440.73319900036,26592.65750360489,-157.30276004225016
AG,65,2002,30598.03595904261,30440.73319900036,26592.65750360489,-157.30276004225016
AG,66,2002,72601.61004722118,69385.48088169098,64879.6370677948,-3216.129165530205
AG,67,2002,60823.56440484524,61451.59271681309,65821.6823489666,628.0283119678497
AG,30,2003,1398843.5546176434,1413205.2874505818,1898669.1769599915,14361.732832938433
AG,31,2003,122058.1015701294,291038.26780080795,319570.85742378235,168980.16623067856
AG,33,2003,-65709.12845039368,3512857.082221985,-11707431.344573975,3578566.2106723785
AG,34,2003,-97593.2349319458,-117281.80347061157,-41845.834575653076,-19688.56853866577
AG,35,2003,1179429.12742424,-143503.15465164185,-294153.4336967468,-1322932.282075882
AG,36,2003,-5566994.587417603,-5949875.194213867,-5741683.53503418,-382880.60679626465
AG,37,2003,1595257.5880699158,1590163.5216407776,1756915.130405426,-5094.066429138184
AG,38,2003,-29452434.971496582,262797.1062107086,1542320.105003357,29715232.07770729
AG,39,2003,879846.5725746155,137735.62632519007,70400.89845657349,-742110.9462494254
AG,40,2003,-1386550.9730682373,-19586938.831176758,25057814.42779541,-18200387.85810852
AG,41,2003,731342.5784072876,113004.0765554905,364627.6466913223,-618338.5018517971
AG,42,2003,314424.13565921783,426003.61651706696,631.4329867362976,111579.48085784912
AG,43,2003,202709.40450954437,2281.308187484741,-228225.15383148193,-200428.09632205963
AG,44,2003,843163.9290924072,113688.84947776794,480941.6184024811,-729475.0796146393
AG,45,2003,-316321.73976516724,-146998.8744506836,-106022.50666236877,169322.86531448364
AG,46,2003,-3022448.6305007935,-3500990.7810058594,-3331379.8072662354,-478542.1505050659
AG,47,2003,962575.6623039246,906901.8551464081,1055982.9736099243,-55673.80715751648
AG,48,2003,268963.1494317055,18553614.913391113,-25262634.01135254,18284651.763959408
AG,49,2003,879846.5725746155,137735.62632519007,70400.89845657349,-742110.9462494254
AG,50,2003,552529.3825359344,384288.06881427765,448916.3885335922,-168241.3137216568
AG,56,2003,73444.11070013046,137476.0810365677,-6893.580494523048,64031.970336437225
AG,57,2003,97938.63869690895,110764.7827334404,102818.22356176376,12826.144036531448
AG,58,2003,-478212.3550605774,-316691.41287612915,91387.17086696625,161520.94218444824
AG,60,2003,-27593.766437888145,-17537.30677986145,-2528.9821728765965,10056.459658026695
AG,61,2003,18030.87478709221,-38863.52580332756,-31000.69997882843,-56894.40059041977
AG,62,2003,28969.289838656783,27291.649283885956,23704.756593465805,-1677.6405547708273
AG,63,2003,-288469.3259344101,-339326.7970237732,-324081.7314310074,-50857.4710893631
AG,64,2003,28969.289838656783,27291.649283885956,23704.756593465805,-1677.6405547708273
AG,65,2003,28969.289838656783,27291.649283885956,23704.756593465805,-1677.6405547708273
AG,66,2003,64525.54295349121,61826.80766403675,57805.90055525303,-2698.73528945446
AG,67,2003,54195.101274847984,54921.02167248726,58425.468131423,725.9203976392746
AG,30,2004,1421089.3918571472,1429988.1678114235,1840696.7427253723,8898.775954276323
AG,31,2004,149521.72467279434,296056.2506508827,319700.950535059,146534.52597808838
AG,33,2004,-66723.06719112396,3101759.580078125,-10349318.548553467,3168482.647269249
AG,34,2004,-13186.361743927002,-29779.509536743164,36102.44249343872,-16593.147792816162
AG,35,2004,1055239.0386047363,-56337.84021759033,-179048.38136291504,-1111576.8788223267
AG,36,2004,-4665327.633728027,-4984592.335220337,-4768939.819549561,-319264.70149230957
AG,37,2004,1436873.5966567993,1432924.037158966,1571348.714477539,-3949.559497833252
AG,38,2004,-26019843.305603027,239737.80718517303,1367265.9507751465,26259581.1127882
AG,39,2004,772319.7592353821,146850.62031519413,90973.17558860779,-625469.138920188
AG,40,2004,-954064.8425445557,-17047908.027770996,22488317.524536133,-16093843.18522644
AG,41,2004,629968.7561683655,120883.09022188187,332282.0577278137,-509085.6659464836
AG,42,2004,303183.8766512871,397740.51222991943,32319.123342514038,94556.63557863235
AG,43,2004,209402.66858959198,39001.60499191284,-149705.28303337097,-170401.06359767914
AG,44,2004,785651.8451347351,177368.15356445312,488127.18379592896,-608283.691570282
AG,45,2004,-215107.08866882324,-69783.96522521973,-31782.54359817505,145323.12344360352
AG,46,2004,-2535130.9362716675,-2932671.1900253296,-2766297.9635772705,-397540.2537536621
AG,47,2004,877304.9121303558,830221.6743965149,955500.1465702057,-47083.23773384094
AG,48,2004,243316.4818315506,16394914.314483643,-22386762.41760254,16151597.832652092
AG,49,2004,772319.7592353821,146850.62031519413,90973.17558860779,-625469.138920188
AG,50,2004,500156.4848270416,367387.2381916046,418795.57630062103,-132769.246635437
AG,56,2004,62450.845480918884,115204.57235908508,-6262.531758189201,52753.7268781662
AG,57,2004,86109.96983718872,97040.05976486206,89395.73774671555,10930.08992767334
AG,58,2004,-373940.6815261841,-244623.67296600342,80430.65037298203,129317.00856018066
AG,60,2004,-22022.29258131981,-14101.989970564842,-1373.1960014104843,7920.302610754967
AG,61,2004,15890.275157392025,-30954.586181163788,-23905.657125234604,-46844.86133855581
AG,62,2004,27329.49934937805,24480.11911857128,21186.69859969616,-2849.380230806768
AG,63,2004,-242366.54431915283,-284673.6024837494,-269857.95257759094,-42307.05816459656
AG,64,2004,27329.49934937805,24480.11911857128,21186.69859969616,-2849.380230806768
AG,65,2004,27329.49934937805,24480.11911857128,21186.69859969616,-2849.380230806768
AG,66,2004,56925.399564027786,54701.91297006607,51137.288919210434,-2223.4865939617157
AG,67,2004,47970.81174385548,48781.57013475895,51500.150894999504,810.7583909034729
AG,30,2005,1442467.7082304955,1446654.040765196,1788820.5932674408,4186.332534700632
AG,31,2005,175760.91630363464,301498.11439943314,320820.8065767288,125737.19809579849
AG,33,2005,-65460.209486961365,2717614.620361328,-9073144.319854736,2783074.8298482895
AG,34,2005,61614.62367248535,47875.64768600464,104831.05002593994,-13738.975986480713
AG,35,2005,939223.2653064728,21375.74217605591,-75513.70025634766,-917847.5231304169
AG,36,2005,-3814915.2142944336,-4076188.6788635254,-3855222.6349334717,-261273.4645690918
AG,37,2005,1288610.6780090332,1285743.4340438843,1398258.7702598572,-2867.243965148926
AG,38,2005,-22797184.19781494,217928.62916135788,1203039.728565216,23015112.8269763
AG,39,2005,674210.6785545349,155748.8574463725,110393.65950012207,-518461.8211081624
AG,40,2005,-546433.117401123,-14663790.524597168,20073508.221496582,-14117357.407196045
AG,41,2005,538201.0358161926,128128.83960747719,302807.12359523773,-410072.19620871544
AG,42,2005,293458.5109643936,372106.1642341614,62282.43679904938,78647.65326976776
AG,43,2005,213826.97124004364,71181.87059020996,-79221.35625839233,-142645.10064983368
AG,44,2005,730818.6168222427,233506.56277656555,492311.373049736,-497312.0540456772
AG,45,2005,-123560.76108169556,-539.923791885376,34489.9007358551,123020.83728981018
AG,46,2005,-2071705.810409546,-2395513.8659210205,-2232703.2166519165,-323808.0555114746
AG,47,2005,797719.8152961731,758602.8411827087,862049.412229538,-39116.974113464355
AG,48,2005,219168.13828372955,14369897.86984253,-19683512.17224121,14150729.7315588
AG,49,2005,674210.6785545349,155748.8574463725,110393.65950012207,-518461.8211081624
AG,50,2005,452090.9757823944,351521.0038616657,391054.9210834503,-100569.97192072868
AG,56,2005,52747.711738586426,95270.1982793808,-5129.313889622688,42522.48654079437
AG,57,2005,75062.30863928795,84243.62118077278,76932.10144495964,9181.312541484833
AG,58,2005,-281687.89168548584,-181044.66638183594,70184.20454192162,100643.2253036499
AG,60,2005,-16946.492584109306,-10963.492626786232,-337.3011505305767,5982.999957323074
AG,61,2005,13883.173976957798,-23862.920491456985,-17623.97141432762,-37746.09446841478
AG,62,2005,25678.664491206408,22006.142703056335,19038.483521699905,-3672.521788150072
AG,63,2005,-199269.7404937744,-233691.89767169952,-219389.00164031982,-34422.15717792511
AG,64,2005,25678.664491206408,22006.142703056335,19038.483521699905,-3672.521788150072
AG,65,2005,25678.664491206408,22006.142703056335,19038.483521699905,-3672.521788150072
AG,66,2005,49801.179879426956,48010.79679918289,44873.802159667015,-1790.3830802440643
AG,67,2005,42150.69581198692,43033.23810374737,45045.73063981533,882.5422917604446
AG,30,2006,1462978.503737688,1463202.906311959,1743040.7285957336,224.40257427096367
AG,31,2006,200775.67646312714,307363.85904634,322930.4255487919,106588.18258321285
AG,33,2006,-61920.55534172058,2360422.203063965,-7878908.6583862305,2422342.7584056854
AG,34,2006,126809.72133636475,115683.66822052002,164339.9880180359,-11126.053115844727
AG,35,2006,831381.8075313568,89637.59252548218,16450.60961151123,-741744.2150058746
AG,36,2006,-3015757.3291931152,-3224664.2252197266,-3000531.9811706543,-208906.89602661133
AG,37,2006,1150468.8321304321,1148621.712299347,1237645.297756195,-1847.119831085205
AG,38,2006,-19784457.648376465,197369.57213974,1049641.438358307,19981827.220516205
AG,39,2006,585519.3305435181,164430.3377186656,128662.35019302368,-421088.99282485247
AG,40,2006,-163655.79764556885,-12434586.321594238,17813386.518737793,-12270930.52394867
AG,41,2006,456039.41735458374,134741.32471323013,276202.844291687,-321298.0926413536
AG,42,2006,285248.03859853745,349100.57253170013,90521.37335538864,63852.53393316269
AG,43,2006,215982.31246089935,98822.10497665405,-16773.373500823975,-117160.2074842453
AG,44,2006,678664.2441511154,282104.0771045685,493494.1861600876,-396560.16704654694
AG,45,2006,-41682.757011413574,60733.24984169006,92794.82634353638,102416.00685310364
AG,46,2006,-1632173.2528839111,-1889518.808670044,-1730595.5665054321,-257345.5557861328
AG,47,2006,723820.3717956543,692045.355506897,775630.7705821991,-31775.016288757324
AG,48,2006,196518.11878681183,12478565.579315186,-17152883.27508545,12282047.460528374
AG,49,2006,585519.3305435181,164430.3377186656,128662.35019302368,-421088.99282485247
AG,50,2006,408332.85540771484,336689.3658256531,365694.4228849411,-71643.48958206177
AG,56,2006,44334.70947551727,77672.95880031586,-3493.9268884658813,33338.249324798584
AG,57,2006,64795.6551027298,72375.4669816494,65427.31465601921,7579.811878919601
AG,58,2006,-201453.98552703857,-125954.39311981201,60647.83337306976,75499.59240722656
AG,60,2006,-12366.366446137428,-8121.814748883247,578.7023797929287,4244.551697254181
AG,61,2006,12009.571245908737,-17588.528735160828,-12155.642845630646,-29598.099981069565
AG,62,2006,24016.785264145583,19869.720037579536,17260.11135971546,-4147.0652265660465
AG,63,2006,-159178.91445541382,-186381.68258857727,-172674.87861728668,-27202.768133163452
AG,64,2006,24016.785264145583,19869.720037579536,17260.11135971546,-4147.0652265660465
AG,65,2006,24016.785264145583,19869.720037579536,17260.11135971546,-4147.0652265660465
AG,66,2006,43152.88389921188,41753.45915174484,39015.44027650356,-1399.424747467041
AG,67,2006,36734.753479003906,37676.02557969093,39062.20736563206,941.272100687027
AG,30,2007,1482621.778378725,1479634.764451772,1703357.1487083435,-2987.0139269530773
AG,31,2007,224566.00515031815,313653.4845916033,326029.80745100975,89087.47944128513
AG,33,2007,-56104.104751586914,2030182.3281936646,-6766611.5642700195,2086286.4329452515
AG,34,2007,182398.9312400818,173644.5520439148,214629.25648117065,-8754.379196166992
AG,35,2007,731714.6652812958,148447.71082305908,96844.54825210571,-583266.9544582367
AG,36,2007,-2267853.978363037,-2430018.9741973877,-2204867.858276367,-162164.9958343506
AG,37,2007,1022448.0590324402,1021558.8719177246,1089508.2969665527,-889.1871147155762
AG,38,2007,-16981663.657287598,178060.63611888885,907071.0801696777,17159724.293406487
AG,39,2007,506245.71519851685,172895.061132133,145779.24766492844,-333350.65406638384
AG,40,2007,194267.11674499512,-10360295.418701172,15707952.41607666,-10554562.535446167
AG,41,2007,383483.9007720947,140720.54553890228,252469.2198190689,-242763.35523319244
AG,42,2007,278552.45955324173,328723.73712158203,117035.93301105499,50171.2775683403
AG,43,2007,215868.69225215912,121922.30815124512,37638.66523361206,-93946.384100914
AG,44,2007,629188.7271232605,323160.69655036926,491675.623128891,-306028.03057289124
AG,45,2007,30526.923557281494,114035.55567932129,143132.23321914673,83508.6321220398
AG,46,2007,-1216533.2636947632,-1414686.0182724,-1259975.0131072998,-198152.75457763672
AG,47,2007,655606.5816268921,630549.2173633575,696244.2216339111,-25057.364263534546
AG,48,2007,175366.42334222794,10720917.442932129,-14794875.726135254,10545551.019589901
AG,49,2007,506245.71519851685,172895.061132133,145779.24766492844,-333350.65406638384
AG,50,2007,368882.1236972809,322892.3240830898,342714.0817050934,-45989.799614191055
AG,56,2007,37211.83868980408,62412.853919029236,-1356.370755314827,25201.01522922516
AG,57,2007,55310.009227752686,61435.59716677666,54881.377380132675,6125.587939023972
AG,58,2007,-133238.96306228638,-79352.85317993164,51821.53686618805,53886.109882354736
AG,60,2007,-8281.914167642593,-5576.9563364982605,1374.8145895302296,2704.957831144333
AG,61,2007,10269.466964185238,-12131.410911083221,-7500.6714198589325,-22400.87787526846
AG,62,2007,22343.861668180674,18070.851121902466,15851.582113981247,-4273.0105462782085
AG,63,2007,-122094.0662059784,-142742.95723247528,-129715.58351135254,-20648.891026496887
AG,64,2007,22343.861668180674,18070.851121902466,15851.582113981247,-4273.0105462782085
AG,65,2007,22343.861668180674,18070.851121902466,15851.582113981247,-4273.0105462782085
AG,66,2007,36980.51162338257,35929.90002799034,33562.203269958496,-1050.6115953922272
AG,67,2007,31722.984745383263,32709.932562351227,33549.5810726881,986.9478169679642
AG,30,2008,1501397.5321531296,1495949.6151845753,1669769.8535995483,-5447.916968554258
AG,31,2008,247131.90236616135,320366.9910351038,330118.9522833824,73235.08866894245
AG,33,2008,-48010.85771846771,1726894.9957504272,-5736253.037475586,1774905.853468895
AG,34,2008,228382.25337982178,221758.29917526245,255698.85539627075,-6623.954204559326
AG,35,2008,640221.8385543823,197806.09707641602,165668.1156616211,-442415.7414779663
AG,36,2008,-1571205.1618347168,-1692252.925857544,-1468230.2662353516,-121047.76402282715
AG,37,2008,904548.3586959839,904554.9128990173,953847.7678871155,6.554203033447266
AG,38,2008,-14388802.2243042,160001.82110071182,775328.6539993286,14548804.045404911
AG,39,2008,436389.83251571655,181143.02768671513,161744.35191822052,-255246.80482900143
AG,40,2008,527335.6257400513,-8440917.816101074,13757205.913635254,-8968253.441841125
AG,41,2008,320534.4860725403,146066.50208425522,231606.25017642975,-174467.98398828506
AG,42,2008,273371.7738289833,310975.65800476074,141826.1157670021,37603.884175777435
AG,43,2008,213486.11061382294,140482.4801197052,84014.75994682312,-73003.63049411774
AG,44,2008,582392.065741539,356676.42111968994,486855.68395614624,-225715.64462184906
AG,45,2008,93068.28061294556,159366.99371910095,185502.12136268616,66298.7131061554
AG,46,2008,-824785.8428497314,-971015.494720459,-820841.5564727783,-146229.65187072754
AG,47,2008,593078.4447975159,574114.4267559052,623889.765378952,-18964.018041610718
AG,48,2008,155713.05194997787,9096953.460754395,-12609489.52545166,8941240.408804417
AG,49,2008,436389.83251571655,181143.02768671513,161744.35191822052,-255246.80482900143
AG,50,2008,333738.7806549072,310129.87863349915,322113.8975429535,-23608.90202140808
AG,56,2008,31379.09938287735,49489.88363838196,1283.3545100688934,18110.784255504608
AG,57,2008,46605.37101435661,51424.01173710823,45294.28961730003,4818.640722751617
AG,58,2008,-77042.82427597046,-41240.04656600952,43705.31502223015,35802.77770996094
AG,60,2008,-4693.1357481479645,-3328.917389512062,2051.035478800535,1364.2183586359024
AG,61,2008,8662.861131727695,-7491.567019462585,-3659.0571365356445,-16154.428151190281
AG,62,2008,20659.893703322858,16609.535956025124,14812.895784139633,-4050.357747297734
AG,63,2008,-88015.19574451447,-102775.72160434723,-90511.11631774902,-14760.525859832764
AG,64,2008,20659.893703322858,16609.535956025124,14812.895784139633,-4050.357747297734
AG,65,2008,20659.893703322858,16609.535956025124,14812.895784139633,-4050.357747297734
AG,66,2008,31284.06305229664,30540.11942732334,28514.091140031815,-743.9436249732971
AG,67,2008,27115.389610409737,28134.95905160904,28507.851760864258,1019.5694411993027
AG,30,2009,1519305.7650618553,1512147.4585104287,1642278.8432712555,-7158.306551426649
AG,31,2009,268473.3681101799,327504.37837707996,335197.8600461483,59031.01026690006
AG,33,2009,-37640.814245224,1450560.2057113647,-4787833.077972412,1488201.0199565887
AG,34,2009,264759.68775177,260024.9096107483,287548.7847747803,-4734.7781410217285
AG,35,2009,556903.3273506165,237712.75128173828,222921.31183242798,-319190.5760688782
AG,36,2009,-925810.8795776367,-1011366.0801696777,-790619.2050933838,-85555.20059204102
AG,37,2009,796769.7311401367,797609.8352546692,830663.710521698,840.1041145324707
AG,38,2009,-12005873.349731445,143193.1270828247,654414.1598434448,12149066.47681427
AG,39,2009,375951.6824989319,189174.23738253117,176557.66295194626,-186777.44511640072
AG,40,2009,835549.7293548584,-6676453.51373291,11961147.01147461,-7512003.243087769
AG,41,2009,267191.1732597351,150779.19434928894,213613.93536376953,-116411.97891044617
AG,42,2009,269705.98142528534,295856.3351793289,164891.92162370682,26150.35375404358
AG,43,2009,208834.56754398346,154502.6208782196,122354.91064071655,-54331.946665763855
AG,44,2009,538274.2600011826,382651.2508068085,479034.36864185333,-155623.00919437408
AG,45,2009,145941.3141593933,196727.563955307,219904.49078178406,50786.249795913696
AG,46,2009,-456930.9903488159,-558507.2380371094,-413195.19661712646,-101576.24768829346
AG,47,2009,536235.9612979889,522740.9836845398,558567.4018230438,-13494.977613449097
AG,48,2009,137558.00461006165,7606673.632781982,-10596724.672973633,7469115.628171921
AG,49,2009,375951.6824989319,189174.23738253117,176557.66295194626,-186777.44511640072
AG,50,2009,302902.8262825012,298402.0294775963,303893.8703985214,-4500.796804904938
AG,56,2009,26836.49155330658,38904.047956466675,4425.248907804489,12067.556403160095
AG,57,2009,38681.74046301842,42340.71069192886,36666.05136728287,3658.970228910446
AG,58,2009,-32865.569175720215,-11615.973274230957,36299.16784000397,21249.595901489258
AG,60,2009,-1600.0311878919601,-1377.6979084014893,2607.365047454834,222.3332794904709
AG,61,2009,7189.753748595715,-3668.997060775757,-630.7999956607819,-10858.750809371471
AG,62,2009,18964.881369572133,15485.774540185928,14144.05237019062,-3479.1068293862045
AG,63,2009,-56942.30307292938,-66479.97570514679,-55061.47704219818,-9537.672632217407
AG,64,2009,18964.881369572133,15485.774540185928,14144.05237019062,-3479.1068293862045
AG,65,2009,18964.881369572133,15485.774540185928,14144.05237019062,-3479.1068293862045
AG,66,2009,26063.538185596466,25584.11735022068,23871.1038864851,-479.4208353757858
AG,67,2009,22911.968074798584,23951.105047941208,23937.019430160522,1039.136973142624
AG,30,2010,1536346.4771044254,1528228.2944292128,1620884.117729187,-8118.182675212622
AG,31,2010,288590.4023823738,335065.64661741257,341266.5307393074,46475.24423503876
AG,33,2010,-24993.974326133728,1201177.958114624,-3921351.685760498,1226171.9324407578
AG,34,2010,291531.2343673706,288444.3833351135,310179.0446128845,-3086.85103225708
AG,35,2010,481759.13167381287,268167.6734390259,268604.13678359985,-213591.458234787
AG,36,2010,-331671.13162231445,-387358.43717956543,-172034.67477416992,-55687.30555725098
AG,37,2010,699112.1763496399,700723.6389770508,719956.1248664856,1611.4626274108887
AG,38,2010,-9832877.03326416,127634.55406808853,544327.5976905823,9960511.587332249
AG,39,2010,324931.26514816284,196988.69021946192,190219.18076515198,-127942.57492870092
AG,40,2010,1118909.4276046753,-5066902.511413574,10319775.709411621,-6185811.9390182495
AG,41,2010,223453.9623413086,154858.62233424187,198492.27538108826,-68595.34000706673
AG,42,2010,267555.08234262466,283365.7686443329,186233.35057878494,15810.686301708221
AG,43,2010,201914.0630455017,163982.73042869568,152659.11731147766,-37931.33261680603
AG,44,2010,496835.3099050522,401085.18561172485,468211.67718696594,-95750.12429332733
AG,45,2010,189146.02419662476,226117.26639938354,246339.3414669037,36971.24220275879
AG,46,2010,-112968.7061843872,-177161.24820709229,-37035.933517456055,-64192.54202270508
AG,47,2010,485079.1311378479,476428.8881473541,500277.1309604645,-8650.242990493774
AG,48,2010,120901.2813205719,6250077.95892334,-8756581.168701172,6129176.677602768
AG,49,2010,324931.26514816284,196988.69021946192,190219.18076515198,-127942.57492870092
AG,50,2010,276374.2605743408,287708.7766149044,288054.0002746582,11334.516040563583
AG,56,2010,23584.015202522278,30655.346872329712,8069.312437772751,7071.331669807434
AG,57,2010,31539.117573022842,34185.694031238556,28996.662630558014,2646.5764582157135
AG,58,2010,-707.1977691650391,9519.366691589355,29603.09532046318,10226.564460754395
AG,60,2010,997.3995130062103,276.70210695266724,3043.8032955229282,-720.6974060535431
AG,61,2010,5850.144814789295,-663.7010350227356,1584.100002527237,-6513.845849812031
AG,62,2010,17258.82466692105,14699.566874146461,13845.051872611046,-2559.257792774588
AG,63,2010,-28875.388189315796,-33855.71953392029,-23366.66567993164,-4980.331344604492
AG,64,2010,17258.82466692105,14699.566874146461,13845.051872611046,-2559.257792774588
AG,65,2010,17258.82466692105,14699.566874146461,13845.051872611046,-2559.257792774588
AG,66,2010,21318.93702352047,21061.89379632473,19633.24150955677,-257.04322719573975
AG,67,2010,19112.720138072968,20158.370550990105,19837.084080576897,1045.6504129171371
AG,30,2011,1502908.761,1493915.87,1558926.92,-8992.890999999829
AG,31,2011,298376.281,343315.487,357517.317,44939.206000000006
AG,33,2011,-10070.337966918945,978748.2529449463,-3136808.860809326,988818.5909118652
AG,34,2011,62520.713,68183.0,58242.123,5662.286999999997
AG,34,2011,525232.192435,518154.05,560425.65,-7078.142434999987
AG,35,2011,525232.192435,518154.05,560425.65,-7078.142434999987
AG,35,2011,282095.292,42934.919,23222.77,-239160.37300000002
AG,36,2011,525232.192435,518154.05,560425.65,-7078.142434999987
AG,37,2011,525232.192435,518154.05,560425.65,-7078.142434999987
AG,38,2011,-7869813.2752075195,113326.10205364227,445068.96755981445,7983139.377261162
AG,39,2011,321373.372,216002.897,211902.2,-105370.47499999998
AG,40,2011,1377414.720451355,-3612264.809387207,8833092.00756836,-4989679.529838562
AG,41,2011,178308.466705,155371.05,162157.625,-22937.41670500001
AG,42,2011,340539.508,341352.365,214180.5,812.8570000000182
AG,43,2011,178308.466705,155371.05,162157.625,-22937.41670500001
AG,44,2011,400772.0855775,378688.288,414183.925,-22083.797577499994
AG,45,2011,400772.0855775,378688.288,414183.925,-22083.797577499994
AG,45,2011,27273.884,95806.5,119198.9,68532.61600000001
AG,46,2011,400772.0855775,378688.288,414183.925,-22083.797577499994
AG,47,2011,400772.0855775,378688.288,414183.925,-22083.797577499994
AG,48,2011,105742.88208389282,5027166.439239502,-7089059.012634277,4921423.557155609
AG,49,2011,321373.372,216002.897,211902.2,-105370.47499999998
AG,50,2011,256157.646,269500.595,250758.7,13342.948999999964
AG,56,2011,19523.296266666664,22641.033333333333,21924.766666666663,3117.7370666666684
AG,57,2011,19523.296266666664,22641.033333333333,21924.766666666663,3117.7370666666684
AG,58,2011,19523.296266666664,22641.033333333333,21924.766666666663,3117.7370666666684
AG,60,2011,4337.21,1416.0,2636.0,-2921.21
AG,61,2011,4337.21,1416.0,2636.0,-2921.21
