Region,Acc-ID,Year,Realized,Budget y,Budget y+1,Slack
AG,47,2018,280253.82032,273408.973,290272.3,-6844.847320000001
AG,47,2019,303620.92332,290272.3,316928.8,-13348.623320000012
AG,47,2020,304362.68607,316928.8,303228.7,12566.113929999992
AG,47,2021,282179.67156,303228.7,321373.1,21049.028440000024
AG,49,2011,321373.372,216002.897,211902.2,-105370.47499999998
AG,49,2012,227324.201,208852.2,221942.1,-18472.00099999999
AG,49,2013,208133.1,221942.1,222336.2,13809.0
AG,49,2013,0.0,0.0,222336.2,0.0
AG,49,2014,201908.9806,222336.2,227074.1,20427.2194
AG,49,2014,201908.9806,222336.2,227074.1,20427.2194
AG,49,2015,220910.747,227074.1,205689.05,6163.353000000003
AG,49,2016,195876.98126,205689.05,205492.0,9812.068739999988
AG,49,2017,209250.59652,205492.0,370297.3,-3758.596519999992
AG,49,2018,425417.84453,370297.3,241824.891,-55120.544530000014
AG,49,2019,237174.37713,241824.891,245787.061,4650.513869999995
AG,49,2020,241698.95764,245787.061,259081.952,4088.103359999979
AG,49,2021,424416.69746,259081.952,261461.444,-165334.74546
AG,50,2011,256157.646,269500.595,250758.7,13342.948999999964
AG,50,2012,248796.235,272395.1,263642.934,23598.86499999999
AG,50,2013,214353.2,263642.934,250288.6,49289.734
AG,50,2013,0.0,0.0,250288.6,0.0
AG,50,2014,194296.97918,250288.6,287211.862,55991.62082000001
AG,50,2014,194216.95009,250288.6,287211.862,56071.64991000001
AG,50,2015,224841.276,287211.862,251933.5,62370.58600000001
AG,50,2016,246225.38845,251933.5,222204.2342,5708.111550000001
AG,50,2017,198074.27573,222204.2342,218279.1219,24129.95847000001
AG,50,2018,201403.6721,218279.1219,227780.26543,16875.449800000002
AG,50,2019,221763.41771,227780.26543,256276.303,6016.847719999991
AG,50,2020,282044.73147,256276.303,240417.0063,-25768.428469999984
AG,50,2021,252304.80121,240417.0063,300905.91505,-11887.794909999997
AG,54,2011,0.0,20.0,10.0,20.0
AG,54,2012,0.0,10.0,0.0,10.0
AG,54,2013,0.0,0.0,0.0,0.0
AG,54,2013,0.0,0.0,0.0,0.0
AG,54,2014,0.0,0.0,0.0,0.0
AG,54,2014,0.0,0.0,0.0,0.0
AG,54,2015,0.0,0.0,0.0,0.0
AG,54,2016,0.0,0.0,0.0,0.0
AG,54,2017,0.0,0.0,0.0,0.0
AG,54,2018,0.0,0.0,0.0,0.0
AG,54,2019,0.0,0.0,0.0,0.0
AG,54,2020,0.0,0.0,0.0,0.0
AG,54,2021,0.0,0.0,0.0,0.0
AG,56,2011,19523.296266666664,22641.033333333333,21924.766666666663,3117.7370666666684
AG,56,2012,27279.875,24898.666666666664,23418.166666666664,-2381.208333333336
AG,56,2013,23927.63333333333,23418.166666666664,8698.333333333332,-509.4666666666672
AG,56,2013,0.0,0.0,20336.5,0.0
AG,56,2014,7646.444666666666,8698.333333333332,11611.882666666666,1051.8886666666658
AG,56,2014,20269.29685,20336.5,30663.648,67.20315000000119
AG,56,2015,40337.226,30663.648,32694.44,-9673.578
AG,56,2016,31102.44287,32694.44,48269.43,1591.9971299999995
AG,56,2017,42012.03687,48269.43,38416.14,6257.393129999997
AG,56,2018,33499.29364,38416.14,52184.3,4916.846359999996
AG,56,2019,49288.78435,52184.3,88367.97,2895.515650000001
AG,56,2020,76105.75532,88367.97,91658.3,12262.214680000005
AG,56,2021,66221.67024,91658.3,54328.9,25436.62976
AG,57,2011,19523.296266666664,22641.033333333333,21924.766666666663,3117.7370666666684
AG,57,2012,27279.875,24898.666666666664,23418.166666666664,-2381.208333333336
AG,57,2013,23927.63333333333,23418.166666666664,8698.333333333332,-509.4666666666672
AG,57,2013,0.0,0.0,5758.5,0.0
AG,57,2014,7646.444666666666,8698.333333333332,11611.882666666666,1051.8886666666658
AG,57,2014,2670.03715,5758.5,4172.0,3088.46285
AG,57,2015,2692.659,4172.0,5230.0,1479.341
AG,57,2016,6539.15136,5230.0,3900.0,-1309.1513599999998
AG,57,2017,4938.95615,3900.0,3607.0,-1038.95615
AG,57,2018,4074.9174,3607.0,2824.5,-467.9173999999998
AG,57,2019,4982.1137,2824.5,3478.64,-2157.6137
AG,57,2020,1961.0352,3478.64,5522.5,1517.6047999999998
AG,57,2021,3427.95719,5522.5,6517.5,2094.54281
AG,58,2011,19523.296266666664,22641.033333333333,21924.766666666663,3117.7370666666684
AG,58,2012,27279.875,24898.666666666664,23418.166666666664,-2381.208333333336
AG,58,2013,23927.63333333333,23418.166666666664,8698.333333333332,-509.4666666666672
AG,58,2014,7646.444666666666,8698.333333333332,11611.882666666666,1051.8886666666658
AG,58,2015,,,,
AG,58,2016,,,,
AG,58,2017,,,,
AG,58,2018,,,,
AG,58,2019,0.0,0.0,0.0,0.0
AG,58,2020,0.0,0.0,0.0,0.0
AG,58,2021,0.0,0.0,0.0,0.0
AG,60,2011,4337.21,1416.0,2636.0,-2921.21
AG,60,2012,2099.3845,2636.0,4681.0,536.6154999999999
AG,60,2013,6631.65,4681.0,2125.0,-1950.65
AG,60,2013,0.0,0.0,4250.0,0.0
AG,60,2014,0.0,2125.0,2834.5,2125.0
AG,60,2014,0.0,4250.0,5669.0,4250.0
AG,60,2015,7476.204,5669.0,962.309,-1807.204
AG,60,2016,0.0,962.309,6801.4,962.309
AG,60,2017,6824.94544,6801.4,1388.8,-23.54544000000078
AG,60,2018,1349.772,1388.8,1833.571,39.02800000000002
AG,60,2019,2019.934,1833.571,621.767,-186.36300000000008
AG,60,2020,442.1183,621.767,0.0,179.64870000000008
AG,60,2021,0.0,0.0,604.746,0.0
AG,61,2011,4337.21,1416.0,2636.0,-2921.21
AG,61,2012,2099.3845,2636.0,4681.0,536.6154999999999
AG,61,2013,6631.65,4681.0,2125.0,-1950.65
AG,61,2013,0.0,0.0,0.0,0.0
AG,61,2014,0.0,2125.0,2834.5,2125.0
AG,61,2014,80.02909,0.0,0.0,0.0
AG,61,2015,985.062,0.0,400.0,0.0
AG,61,2016,-89.79822,400.0,0.0,489.79822
AG,61,2017,325.59918,0.0,0.0,0.0
AG,61,2018,1.1609,0.0,0.0,0.0
AG,61,2019,25.848,0.0,0.0,0.0
AG,61,2020,0.0,0.0,0.0,0.0
AG,61,2021,0.0,0.0,0.0,0.0
AG,62,2011,15270.338591666668,14364.486666666666,13799.091666666667,-905.8519250000008
AG,62,2012,14627.733166666669,13799.091666666667,14706.9875,-828.6414999999997
AG,62,2013,11260.233333333332,14706.9875,14816.7,3446.7541666666675
AG,62,2013,0.0,0.0,0.0,0.0
AG,62,2014,10595.539171666667,14816.7,16464.281666666666,4221.160828333332
AG,62,2014,0.0,0.0,0.0,0.0
AG,62,2015,0.0,0.0,0.0,0.0
AG,62,2016,0.0,0.0,0.0,0.0
AG,62,2017,0.0,0.0,0.0,0.0
AG,62,2018,0.0,0.0,0.0,0.0
AG,62,2019,0.0,0.0,0.0,0.0
AG,62,2020,0.0,0.0,0.0,0.0
AG,62,2021,0.0,0.0,0.0,0.0
AG,63,2011,15270.338591666668,14364.486666666666,13799.091666666667,-905.8519250000008
AG,63,2012,14627.733166666669,13799.091666666667,14706.9875,-828.6414999999997
AG,63,2013,11260.233333333332,14706.9875,14816.7,3446.7541666666675
AG,63,2013,0.0,0.0,83121.7,0.0
AG,63,2014,10595.539171666667,14816.7,16464.281666666666,4221.160828333332
AG,63,2014,60823.16879,83121.7,94613.69,22298.53121
AG,63,2015,93822.136,94613.69,112288.535,791.5540000000037
AG,63,2016,110643.51154,112288.535,97683.608,1645.0234599999967
AG,63,2017,89578.39447,97683.608,93381.69,8105.213529999994
AG,63,2018,76678.53917,93381.69,76051.69876,16703.15083
AG,63,2019,69856.5949,76051.69876,86472.37648,6195.103860000003
AG,63,2020,92049.69357,86472.37648,89367.774,-5577.317089999997
AG,63,2021,83204.07535,89367.774,83228.412,6163.698650000006
AG,64,2011,15270.338591666668,14364.486666666666,13799.091666666667,-905.8519250000008
AG,64,2012,14627.733166666669,13799.091666666667,14706.9875,-828.6414999999997
AG,64,2013,11260.233333333332,14706.9875,14816.7,3446.7541666666675
AG,64,2013,0.0,0.0,0.0,0.0
AG,64,2014,10595.539171666667,14816.7,16464.281666666666,4221.160828333332
AG,64,2014,0.0,0.0,0.0,0.0
AG,64,2015,0.0,0.0,0.0,0.0
AG,64,2016,0.0,0.0,0.0,0.0
AG,64,2017,0.0,0.0,0.0,0.0
AG,64,2018,0.0,0.0,0.0,0.0
AG,64,2019,0.0,0.0,0.0,0.0
AG,64,2020,0.0,0.0,0.0,0.0
AG,64,2021,0.0,0.0,0.0,0.0
AG,65,2011,15270.338591666668,14364.486666666666,13799.091666666667,-905.8519250000008
AG,65,2012,14627.733166666669,13799.091666666667,14706.9875,-828.6414999999997
AG,65,2013,11260.233333333332,14706.9875,14816.7,3446.7541666666675
AG,65,2013,0.0,0.0,0.0,0.0
AG,65,2014,10595.539171666667,14816.7,16464.281666666666,4221.160828333332
AG,65,2014,0.0,0.0,0.0,0.0
AG,65,2015,0.0,0.0,0.0,0.0
AG,65,2016,0.0,0.0,0.0,0.0
AG,65,2017,0.0,0.0,0.0,0.0
AG,65,2018,0.0,0.0,0.0,0.0
AG,65,2019,0.0,0.0,0.0,0.0
AG,65,2020,0.0,0.0,0.0,0.0
AG,65,2021,0.0,0.0,0.0,0.0
AG,66,2011,15270.338591666668,14364.486666666666,13799.091666666667,-905.8519250000008
AG,66,2012,14627.733166666669,13799.091666666667,14706.9875,-828.6414999999997
AG,66,2013,11260.233333333332,14706.9875,14816.7,3446.7541666666675
AG,66,2013,0.0,0.0,20.0,0.0
AG,66,2014,10595.539171666667,14816.7,16464.281666666666,4221.160828333332
AG,66,2014,0.0,20.0,0.0,20.0
AG,66,2015,316.544,0.0,362.5,0.0
AG,66,2016,63.4163,362.5,253.0,299.0837
AG,66,2017,3665.69413,253.0,715.3,-3412.69413
AG,66,2018,699.80463,715.3,325.0,15.49536999999998
AG,66,2019,528.45262,325.0,127.5,-203.45262
AG,66,2020,375.66281,127.5,137.5,-248.16281
AG,66,2021,75.39129,137.5,0.0,62.10871
AG,67,2011,15270.338591666668,14364.486666666666,13799.091666666667,-905.8519250000008
AG,67,2012,14627.733166666669,13799.091666666667,14706.9875,-828.6414999999997
AG,67,2013,11260.233333333332,14706.9875,14816.7,3446.7541666666675
AG,67,2013,0.0,0.0,5758.5,0.0
AG,67,2014,10595.539171666667,14816.7,16464.281666666666,4221.160828333332
AG,67,2014,2670.03715,5758.5,4172.0,3088.46285
AG,67,2015,2692.659,4172.0,5230.0,1479.341
AG,67,2016,6539.15136,5230.0,3900.0,-1309.1513599999998
AG,67,2017,4938.95615,3900.0,3607.0,-1038.95615
AG,67,2018,4074.9174,3607.0,2824.5,-467.9173999999998
AG,67,2019,4982.1137,2824.5,3478.64,-2157.6137
AG,67,2020,1961.0352,3478.64,5522.5,1517.6047999999998
AG,67,2021,3427.95719,5522.5,6517.5,2094.54281
AG,51,2011,,,,
AG,51,2012,,,,
AG,51,2013,0.0,0.0,0.0,0.0
AG,51,2014,80.02909,0.0,0.0,0.0
AG,51,2015,985.062,0.0,400.0,0.0
AG,51,2016,-89.79822,400.0,0.0,489.79822
AG,51,2017,325.59918,0.0,0.0,0.0
AG,51,2018,1.1609,0.0,0.0,0.0
AG,51,2019,25.848,0.0,0.0,0.0
AG,51,2020,0.0,0.0,0.0,0.0
AG,51,2021,0.0,0.0,0.0,0.0
AG,52,2011,,,,
AG,52,2012,,,,
AG,52,2013,0.0,0.0,0.0,0.0
AG,52,2014,0.0,0.0,0.0,0.0
AG,52,2015,0.0,0.0,0.0,0.0
AG,52,2016,0.0,0.0,0.0,0.0
AG,52,2017,0.0,0.0,0.0,0.0
AG,52,2018,0.0,0.0,0.0,0.0
AG,52,2019,0.0,0.0,0.0,0.0
AG,52,2020,0.0,0.0,0.0,0.0
AG,52,2021,0.0,0.0,0.0,0.0
AG,55,2011,,,,
AG,55,2012,,,,
AG,55,2013,0.0,0.0,0.0,0.0
AG,55,2014,0.0,0.0,0.0,0.0
AG,55,2015,0.0,0.0,0.0,0.0
AG,55,2016,0.0,0.0,0.0,0.0
AG,55,2017,0.0,0.0,0.0,0.0
AG,55,2018,0.0,0.0,0.0,0.0
AG,55,2019,0.0,0.0,0.0,0.0
AG,55,2020,0.0,0.0,0.0,0.0
AG,55,2021,0.0,0.0,0.0,0.0
AG,10,2011,,,,
AG,10,2012,,,,
AG,10,2013,0.0,0.0,0.0,0.0
AG,10,2014,1344006.3283199996,0.0,0.0,0.0
AG,10,2015,1372413.7621,0.0,0.0,0.0
AG,10,2016,1432874.85059,0.0,0.0,0.0
AG,10,2017,1597688.49801,0.0,0.0,0.0
AG,10,2018,1742261.2789500002,0.0,0.0,0.0
AG,10,2019,1884747.25568,0.0,0.0,0.0
AG,10,2020,2227895.22371,0.0,0.0,0.0
AG,10,2021,2696613.5748300003,0.0,0.0,0.0
AG,14,2011,,,,
AG,14,2012,,,,
AG,14,2013,0.0,0.0,0.0,0.0
AG,14,2014,2028408.01732,0.0,0.0,0.0
AG,14,2015,1989123.30299,0.0,0.0,0.0
AG,14,2016,1936959.69601,0.0,0.0,0.0
AG,14,2017,1860510.25923,0.0,0.0,0.0
AG,14,2018,1824724.43152,0.0,0.0,0.0
AG,14,2019,1783113.7832,0.0,0.0,0.0
AG,14,2020,1747378.87384,0.0,0.0,0.0
AG,14,2021,1712445.88893,0.0,0.0,0.0
AG,20,2011,,,,
AG,20,2012,,,,
AG,20,2013,0.0,0.0,0.0,0.0
AG,20,2014,2957866.98767,0.0,0.0,0.0
AG,20,2015,3008346.53109,0.0,0.0,0.0
AG,20,2016,3174192.02957,0.0,0.0,0.0
AG,20,2017,3136688.57629,0.0,0.0,0.0
AG,20,2018,2829173.67612,0.0,0.0,0.0
AG,20,2019,2715695.46932,0.0,0.0,0.0
AG,20,2020,2751153.41714,0.0,0.0,0.0
AG,20,2021,2711205.28962,0.0,0.0,0.0
AG,29,2011,,,,
AG,29,2012,,,,
AG,29,2013,0.0,0.0,0.0,0.0
AG,29,2014,414547.3579700001,0.0,0.0,0.0
AG,29,2015,353190.53484000004,0.0,0.0,0.0
AG,29,2016,195642.51733,0.0,0.0,0.0
AG,29,2017,321510.18094999995,0.0,0.0,0.0
AG,29,2018,737812.0343500001,0.0,0.0,0.0
AG,29,2019,952165.56956,0.0,0.0,0.0
AG,29,2020,1224120.68041,0.0,0.0,0.0
AG,29,2021,1697854.17414,0.0,0.0,0.0
AG,33,2011,,,,
AG,33,2012,,,,
AG,33,2013,,,,
AG,33,2014,,,,
AG,33,2015,,,,
AG,33,2016,,,,
AG,33,2017,,,,
AG,33,2018,,,,
AG,33,2019,191283.42486,169602.13879,189745.31546,-21681.28607
AG,33,2020,226698.22921,189745.31546,236841.03452,-36952.91374999998
AG,33,2021,264389.83,236841.03452,201998.18638,-27548.79548000003
AG,40,2011,,,,
AG,40,2012,,,,
AG,40,2013,,,,
AG,40,2014,,,,
AG,40,2015,,,,
AG,40,2016,,,,
AG,40,2017,,,,
AG,40,2018,,,,
AG,40,2019,2550698.46957,2447958.0,2508376.0,-102740.4695700002
AG,40,2020,2585514.11394,2508376.0,2413880.7,-77138.11394000007
AG,40,2021,2595475.35296,2413880.7,2474073.0,-181594.65295999963
AG,38,2011,,,,
AG,38,2012,,,,
AG,38,2013,,,,
AG,38,2014,,,,
AG,38,2015,,,,
AG,38,2016,,,,
AG,38,2017,,,,
AG,38,2018,,,,
AG,38,2019,277124.69202,43862.842,40805.479,-233261.85002
AG,38,2020,350795.42554,40805.479,38998.237,-309989.94654000003
AG,38,2021,214533.60106,38998.237,48018.927,-175535.36406000002
AG,48,2011,,,,
AG,48,2012,,,,
AG,48,2013,,,,
AG,48,2014,,,,
AG,48,2015,,,,
AG,48,2016,,,,
AG,48,2017,,,,
AG,48,2018,,,,
AG,48,2019,38415.35406,56503.832,36749.7,18088.477940000004
AG,48,2020,36741.87129,36749.7,150679.722,7.828709999994317
AG,48,2021,36566.71257,150679.722,91988.396,114113.00943
AG,68,2011,,,,
AG,68,2012,,,,
AG,68,2013,,,,
AG,68,2014,,,,
AG,68,2015,,,,
AG,68,2016,,,,
AG,68,2017,,,,
AG,68,2018,,,,
AG,68,2019,0.0,0.0,0.0,0.0
AG,68,2020,0.0,0.0,0.0,0.0
AG,68,2021,0.0,0.0,0.0,0.0
AG,32,2011,,,,
AG,32,2012,,,,
AG,32,2013,,,,
AG,32,2014,,,,
AG,32,2015,,,,
AG,32,2016,,,,
AG,32,2017,,,,
AG,32,2018,,,,
AG,32,2019,,,,
AG,32,2020,,,,
AG,32,2021,,,,
AI,30,2011,20042.7,21817.0,21003.0,1774.2999999999993
AI,30,2012,21094.3,21003.0,21683.0,-91.29999999999929
AI,30,2013,21493.8,21683.0,21607.5,189.2000000000008
AI,30,2014,21538.8,21607.5,22448.5,68.70000000000073
